vorname;anzahl;geschlecht;position
Philipp;10;m;2
Wilhelm;10;m;2
Amelia;10;w;1
Amira;10;w;1
Elena;10;w;1
Isabella;10;w;1
Katharina;10;w;1
Lia;10;w;1
Lotta;10;w;1
Mathilda;10;w;1
Rosalie;10;w;1
Benedikt;10;m;1
Jonah;10;m;1
Justus;10;m;1
Lars;10;m;1
Marlon;10;m;1
Nico;10;m;1
Valentin;10;m;1
Younes;10;m;1
Antonia;9;w;2
Victoria;9;w;2
Henry;9;m;2
Louis;9;m;2
Noah;9;m;2
Valentin;9;m;2
Amalia;9;w;1
Jana;9;w;1
Juna;9;w;1
Klara;9;w;1
Milena;9;w;1
Theresa;9;w;1
Viktoria;9;w;1
Constantin;9;m;1
Dominik;9;m;1
Frederik;9;m;1
Fynn;9;m;1
Jannes;9;m;1
Jannik;9;m;1
Malte;9;m;1
Maxim;9;m;1
Anna;8;w;2
Jolie;8;w;2
Josefine;8;w;2
Albert;8;m;2
Christian;8;m;2
Daniel;8;m;2
Emil;8;m;2
Franz;8;m;2
Josef;8;m;2
Karl;8;m;2
Luis;8;m;2
Peter;8;m;2
Samuel;8;m;2
Theodor;8;m;2
Anastasia;8;w;1
Aurelia;8;w;1
Carla;8;w;1
Fiona;8;w;1
Jasmin;8;w;1
Kira;8;w;1
Leyla;8;w;1
Maja;8;w;1
Matilda;8;w;1
Ali;8;m;1
Hamza;8;m;1
Mattis;8;m;1
Mohamad;8;m;1
Nils;8;m;1
Oliver;8;m;1
Rafael;8;m;1
Timo;8;m;1
Alexandra;7;w;2
Clara;7;w;2
Helene;7;w;2
Isabel;7;w;2
Josephine;7;w;2
Louise;7;w;2
Marlene;7;w;2
Julian;7;m;2
Maxim;7;m;2
Annika;7;w;1
Carlotta;7;w;1
Chiara;7;w;1
Fatima;7;w;1
Isabel;7;w;1
Isabelle;7;w;1
Lilly;7;w;1
Miriam;7;w;1
Paulina;7;w;1
Tilda;7;w;1
Fritz;7;m;1
Imran;7;m;1
John;7;m;1
Jona;7;m;1
Lasse;7;m;1
Leonardo;7;m;1
Leopold;7;m;1
Malik;7;m;1
Mark;7;m;1
Michel;7;m;1
Milo;7;m;1
Muhammed;7;m;1
Nick;7;m;1
Robin;7;m;1
Till;7;m;1
Timur;7;m;1
Yunus;7;m;1
Elisabeth;6;w;3
Sophie;6;w;3
Elise;6;w;2
Fabienne;6;w;2
Isabella;6;w;2
Sofia;6;w;2
Sofie;6;w;2
Theresa;6;w;2
Viktoria;6;w;2
Ben;6;m;2
Gabriel;6;m;2
Joel;6;m;2
Jonas;6;m;2
Julius;6;m;2
Leo;6;m;2
Leopold;6;m;2
Patrick;6;m;2
Simon;6;m;2
Alessia;6;w;1
Aylin;6;w;1
Edda;6;w;1
Finja;6;w;1
Josefine;6;w;1
Jule;6;w;1
Layan;6;w;1
Liv;6;w;1
Lotte;6;w;1
Luana;6;w;1
Lucia;6;w;1
Mayla;6;w;1
Merle;6;w;1
Rosa;6;w;1
Salma;6;w;1
Stella;6;w;1
Zehra;6;w;1
Zoe;6;w;1
Amin;6;m;1
Carl;6;m;1
Emilio;6;m;1
Ferdinand;6;m;1
Frederick;6;m;1
Lian;6;m;1
Lias;6;m;1
Manuel;6;m;1
Michael;6;m;1
Mohammad;6;m;1
Musa;6;m;1
Nicolas;6;m;1
Ole;6;m;1
Oscar;6;m;1
Phil;6;m;1
Rayan;6;m;1
Richard;6;m;1
Titus;6;m;1
Yasin;6;m;1
Josef;5;m;3
Michael;5;m;3
Marie;5;w;3
Fatima;5;w;2
Fiona;5;w;2
Franziska;5;w;2
Ida;5;w;2
Margarete;5;w;2
Marleen;5;w;2
Martha;5;w;2
Mathilda;5;w;2
Mia;5;w;2
Paulina;5;w;2
Pauline;5;w;2
Valentina;5;w;2
Aaron;5;m;2
Andreas;5;m;2
Benedikt;5;m;2
Frederik;5;m;2
Heinrich;5;m;2
Hendrik;5;m;2
Jona;5;m;2
Konstantin;5;m;2
Leon;5;m;2
Magnus;5;m;2
Thomas;5;m;2
Vincent;5;m;2
Ada;5;w;1
Alma;5;w;1
Amina;5;w;1
Angelina;5;w;1
Annabelle;5;w;1
Anni;5;w;1
Ava;5;w;1
Diana;5;w;1
Elina;5;w;1
Elisabeth;5;w;1
Esma;5;w;1
Hira;5;w;1
Isabell;5;w;1
Leah;5;w;1
Leandra;5;w;1
Liah;5;w;1
Liyana;5;w;1
Marta;5;w;1
Melissa;5;w;1
Milana;5;w;1
Nisa;5;w;1
Ahmad;5;m;1
Samira;5;w;1
Ahmed;5;m;1
Zoey;5;w;1
Andreas;5;m;1
Antonio;5;m;1
Aras;5;m;1
Damian;5;m;1
Emilian;5;m;1
Filip;5;m;1
Friedrich;5;m;1
Georg;5;m;1
Gustav;5;m;1
Ilias;5;m;1
Jacob;5;m;1
Jannis;5;m;1
Jasper;5;m;1
Levin;5;m;1
Lucas;5;m;1
Matthias;5;m;1
Nikolas;5;m;1
Sam;5;m;1
Yassin;5;m;1
Youssef;5;m;1
Ömer;5;m;1
Wilhelm;4;m;3
Amelie;4;w;2
Elena;4;w;2
Jasmin;4;w;2
Lena;4;w;2
Lotta;4;w;2
Magdalena;4;w;2
Zoe;4;w;2
Christoph;4;m;2
Conrad;4;m;2
Emilian;4;m;2
Ferdinand;4;m;2
Florian;4;m;2
Jan;4;m;2
Johan;4;m;2
Joshua;4;m;2
Malik;4;m;2
Marco;4;m;2
Mateo;4;m;2
Matteo;4;m;2
Matthias;4;m;2
Michel;4;m;2
Niklas;4;m;2
Noel;4;m;2
Raphael;4;m;2
Selim;4;m;2
Tim;4;m;2
Ulrich;4;m;2
William;4;m;2
Wolfgang;4;m;2
Alea;4;w;1
Alicia;4;w;1
Alya;4;w;1
Amilia;4;w;1
Amy;4;w;1
Annie;4;w;1
Anouk;4;w;1
Asiya;4;w;1
Asya;4;w;1
Aurora;4;w;1
Christina;4;w;1
Dalia;4;w;1
Delia;4;w;1
Eliana;4;w;1
Elif;4;w;1
Elin;4;w;1
Elsa;4;w;1
Freya;4;w;1
Khadija;4;w;1
Liana;4;w;1
Linda;4;w;1
Alessandro;4;m;1
Linn;4;w;1
Aram;4;m;1
Maike;4;w;1
Artur;4;m;1
Malak;4;w;1
Bennet;4;m;1
Malia;4;w;1
Benno;4;m;1
Mariella;4;w;1
Bruno;4;m;1
Marla;4;w;1
Carlo;4;m;1
Neele;4;w;1
Carlos;4;m;1
Nina;4;w;1
Clemens;4;m;1
Nisanur;4;w;1
Elyas;4;m;1
Noemi;4;w;1
Ensar;4;m;1
Nour;4;w;1
Eric;4;m;1
Philippa;4;w;1
Fabio;4;m;1
Rita;4;w;1
Franz;4;m;1
Ruth;4;w;1
Isa;4;m;1
Selina;4;w;1
Jaro;4;m;1
Tabea;4;w;1
Konrad;4;m;1
Thea;4;w;1
Leander;4;m;1
Valentina;4;w;1
Leif;4;m;1
Viola;4;w;1
Lennard;4;m;1
Yasmina;4;w;1
Lionel;4;m;1
Zoé;4;w;1
Luan;4;m;1
Ludwig;4;m;1
Luka;4;m;1
Luke;4;m;1
Martin;4;m;1
Mathis;4;m;1
Mehmet;4;m;1
Nikita;4;m;1
Omar;4;m;1
Pepe;4;m;1
Peter;4;m;1
Roman;4;m;1
Toni;4;m;1
Yazan;4;m;1
Alexander;3;m;3
Gabriel;3;m;3
Anna;3;w;3
Jakob;3;m;3
Johannes;3;m;3
Leonard;3;m;3
Maximilian;3;m;3
Walter;3;m;3
Amalia;3;w;2
Edith;3;w;2
Elaine;3;w;2
Elisa;3;w;2
Elizabeth;3;w;2
Estelle;3;w;2
Florence;3;w;2
Friederike;3;w;2
Grace;3;w;2
Helena;3;w;2
Isabelle;3;w;2
Juliana;3;w;2
Klara;3;w;2
Kristin;3;w;2
Lara;3;w;2
Lea;3;w;2
Leni;3;w;2
Leonie;3;w;2
Lucia;3;w;2
Mara;3;w;2
Margareta;3;w;2
Mariella;3;w;2
Marisol;3;w;2
Mathilde;3;w;2
Milena;3;w;2
Nina;3;w;2
Olivia;3;w;2
Rosa;3;w;2
Su;3;w;2
Susanne;3;w;2
Therese;3;w;2
Alp;3;m;2
André;3;m;2
Antonius;3;m;2
Bennet;3;m;2
Bernhard;3;m;2
Carl;3;m;2
Caspar;3;m;2
Dean;3;m;2
Eliah;3;m;2
Emanuel;3;m;2
Emilio;3;m;2
Emin;3;m;2
Erik;3;m;2
Frederick;3;m;2
Frieder;3;m;2
George;3;m;2
Ismail;3;m;2
Jacob;3;m;2
Justus;3;m;2
Jörg;3;m;2
Klaus;3;m;2
Leander;3;m;2
Levi;3;m;2
Liam;3;m;2
Lian;3;m;2
Lucas;3;m;2
Ludwig;3;m;2
Luka;3;m;2
Markus;3;m;2
Mert;3;m;2
Mika;3;m;2
Minh;3;m;2
Moritz;3;m;2
Phil;3;m;2
Piet;3;m;2
Richard;3;m;2
Sebastian;3;m;2
Stefan;3;m;2
Stephan;3;m;2
Theo;3;m;2
Timo;3;m;2
Tobias;3;m;2
Vorname;3;m;2
Ömer;3;m;2
Alena;3;w;1
Alisa;3;w;1
Alissa;3;w;1
Aliya;3;w;1
Anisa;3;w;1
Annalena;3;w;1
Annelie;3;w;1
Arina;3;w;1
Carolina;3;w;1
Celine;3;w;1
Constanze;3;w;1
Daria;3;w;1
Ela;3;w;1
Eleonora;3;w;1
Abdeljalil;3;m;1
Elise;3;w;1
Abdul;3;m;1
Emelie;3;w;1
Alessio;3;m;1
Emely;3;w;1
Alex;3;m;1
Emmi;3;w;1
Amar;3;m;1
Enesa;3;w;1
Anas;3;m;1
Esila;3;w;1
Anwar;3;m;1
Franziska;3;w;1
Arne;3;m;1
Friederike;3;w;1
Ayman;3;m;1
Hafsa;3;w;1
Azad;3;m;1
Hana;3;w;1
Bo;3;m;1
Helen;3;w;1
Can;3;m;1
Ina;3;w;1
Denis;3;m;1
Jessica;3;w;1
Diego;3;m;1
Jonna;3;w;1
Eduard;3;m;1
Karina;3;w;1
Emir;3;m;1
Laila;3;w;1
Enes;3;m;1
Lavin;3;w;1
Henrik;3;m;1
Leila;3;w;1
Hussein;3;m;1
Lene;3;w;1
Ismail;3;m;1
Lilja;3;w;1
Jaden;3;m;1
Livia;3;w;1
James;3;m;1
Liya;3;w;1
Jaron;3;m;1
Lorena;3;w;1
Jayden;3;m;1
Lucie;3;w;1
Jesper;3;m;1
Mariam;3;w;1
Jordan;3;m;1
Marianna;3;w;1
Josef;3;m;1
Martha;3;w;1
Kai;3;m;1
Medina;3;w;1
Khalil;3;m;1
Mona;3;w;1
Kian;3;m;1
Palina;3;w;1
Kiyan;3;m;1
Ylvie;3;w;1
Laurin;3;m;1
Zeynep;3;w;1
Lennart;3;m;1
Leonidas;3;m;1
Loran;3;m;1
Lorenzo;3;m;1
Louie;3;m;1
Maksim;3;m;1
Marco;3;m;1
Matheo;3;m;1
Matti;3;m;1
Mert;3;m;1
Mikael;3;m;1
Mio;3;m;1
Miron;3;m;1
Mustafa;3;m;1
Neo;3;m;1
Niclas;3;m;1
Phillip;3;m;1
Piet;3;m;1
Resul;3;m;1
Sami;3;m;1
Sebastian;3;m;1
Selim;3;m;1
Stefan;3;m;1
Thilo;3;m;1
Tiago;3;m;1
Tristan;3;m;1
Walid;3;m;1
Yannik;3;m;1
Christa;2;w;3
Christin;2;w;3
Isolde;2;w;3
Katharina;2;w;3
Kim;2;w;3
David;2;m;3
Magdalena;2;w;3
Eduard;2;m;3
Vorname;2;w;3
Elias;2;m;3
Frederik;2;m;3
Friedrich;2;m;3
Heinrich;2;m;3
Henry;2;m;3
Jürgen;2;m;3
Louis;2;m;3
Maria;2;m;3
Mohamed;2;m;3
Nikolaus;2;m;3
Paul;2;m;3
Sebastian;2;m;3
Alena;2;w;2
Alexa;2;w;2
Alexis;2;w;2
Alina;2;w;2
Amara;2;w;2
Andrea;2;w;2
Angelika;2;w;2
Anita;2;w;2
Anne;2;w;2
Anouk;2;w;2
Aurelia;2;w;2
Ava;2;w;2
Carmen;2;w;2
Christine;2;w;2
Danielle;2;w;2
Ela;2;w;2
Eleni;2;w;2
Elif;2;w;2
Ella;2;w;2
Else;2;w;2
Emily;2;w;2
Emma;2;w;2
Esther;2;w;2
Eva;2;w;2
Felicitas;2;w;2
Freya;2;w;2
Hayat;2;w;2
Helga;2;w;2
Hermine;2;w;2
Iman;2;w;2
Isabell;2;w;2
Jean;2;w;2
Joleen;2;w;2
Josefina;2;w;2
Julia;2;w;2
Julie;2;w;2
June;2;w;2
Karolina;2;w;2
Kaur;2;w;2
kein;2;w;2
Larissa;2;w;2
Laura;2;w;2
Leah;2;w;2
Liana;2;w;2
Liva;2;w;2
Ahmad;2;m;2
Louisa;2;w;2
Ahmed;2;m;2
Luana;2;w;2
Alfred;2;m;2
Madeleine;2;w;2
Amin;2;m;2
Malia;2;w;2
Antonio;2;m;2
Maya;2;w;2
Aras;2;m;2
Melanie;2;w;2
Arne;2;m;2
Mira;2;w;2
August;2;m;2
Naima;2;w;2
Björn;2;m;2
Noemi;2;w;2
Bruno;2;m;2
Penelope;2;w;2
Burkhard;2;m;2
Quinn;2;w;2
Christopher;2;m;2
Rahel;2;w;2
Clemens;2;m;2
Rebecca;2;w;2
Dominic;2;m;2
Rita;2;w;2
Edgar;2;m;2
Rosalie;2;w;2
Eduard;2;m;2
Rose;2;w;2
Emre;2;m;2
Ruth;2;w;2
Erhard;2;m;2
Sara;2;w;2
Eric;2;m;2
Sare;2;w;2
Ernesto;2;m;2
Soraya;2;w;2
Ernst;2;m;2
Stefanie;2;w;2
Fabian;2;m;2
Wilhelmine;2;w;2
Fabio;2;m;2
Zeynep;2;w;2
Federico;2;m;2
Zoé;2;w;2
Frank;2;m;2
Gregor;2;m;2
Gustav;2;m;2
Hamza;2;m;2
Hannes;2;m;2
Hans;2;m;2
Hassan;2;m;2
Iason;2;m;2
Ibrahim;2;m;2
James;2;m;2
Janosch;2;m;2
Joachim;2;m;2
Jonah;2;m;2
Joris;2;m;2
Justin;2;m;2
Kaan;2;m;2
Khalil;2;m;2
Konrad;2;m;2
Kurt;2;m;2
Lennard;2;m;2
Levin;2;m;2
Linus;2;m;2
Logan;2;m;2
Lorenz;2;m;2
Luciano;2;m;2
Lukas;2;m;2
Maria;2;m;2
Marian;2;m;2
Marius;2;m;2
Matheo;2;m;2
Mathieu;2;m;2
Matti;2;m;2
Mattis;2;m;2
Max;2;m;2
Miguel;2;m;2
Mohamed;2;m;2
Muhammad;2;m;2
Nathanael;2;m;2
Nicolas;2;m;2
Ole;2;m;2
Oliver;2;m;2
Oscar;2;m;2
Oskar;2;m;2
Paolo;2;m;2
Pepe;2;m;2
Philip;2;m;2
Ragnar;2;m;2
Rayan;2;m;2
Reiner;2;m;2
René;2;m;2
Ruben;2;m;2
Rudolf;2;m;2
Ryan;2;m;2
Santiago;2;m;2
Silas;2;m;2
Singh;2;m;2
Thorsten;2;m;2
Timon;2;m;2
Tom;2;m;2
Vasilev;2;m;2
Walter;2;m;2
Willem;2;m;2
Yusuf;2;m;2
Aaliyah;2;w;1
Adelina;2;w;1
Adeline;2;w;1
Alba;2;w;1
Alexa;2;w;1
Alexandra;2;w;1
Alexia;2;w;1
Alia;2;w;1
Alica;2;w;1
Alice;2;w;1
Alva;2;w;1
Amra;2;w;1
Amélie;2;w;1
Anaïs;2;w;1
Anissa;2;w;1
Anna-Maria;2;w;1
Anne;2;w;1
Azra;2;w;1
Bella;2;w;1
Blanka;2;w;1
Carolin;2;w;1
Celina;2;w;1
Dana;2;w;1
Dilan;2;w;1
Dounia;2;w;1
Eleanor;2;w;1
Eleni;2;w;1
Elissa;2;w;1
Aarav;2;m;1
Elizan;2;w;1
Abir;2;m;1
Ellie;2;w;1
Ahmet;2;m;1
Elly;2;w;1
Alan;2;m;1
Elyana;2;w;1
Aland;2;m;1
Emilie;2;w;1
Albert;2;m;1
Enie;2;w;1
Alen;2;m;1
Eylül;2;w;1
Angelo;2;m;1
Felicia;2;w;1
Aren;2;m;1
Felicitas;2;w;1
Arian;2;m;1
Felina;2;w;1
Arsalan;2;m;1
Flora;2;w;1
Artjom;2;m;1
Giulia;2;w;1
Ayoub;2;m;1
Giuliana;2;w;1
Baran;2;m;1
Grace;2;w;1
Bela;2;m;1
Hadia;2;w;1
Bilal;2;m;1
Hajar;2;w;1
Björn;2;m;1
Hazal;2;w;1
Bogdan;2;m;1
Hedda;2;w;1
Boran;2;m;1
Henrike;2;w;1
Boris;2;m;1
Hermine;2;w;1
Charlie;2;m;1
Ilayla;2;w;1
Christopher;2;m;1
Inaaya;2;w;1
Colin;2;m;1
Inga;2;w;1
Collin;2;m;1
Insa;2;w;1
Deniz;2;m;1
Isa;2;w;1
Dennis;2;m;1
Ivy;2;w;1
Devran;2;m;1
Janna;2;w;1
Dominic;2;m;1
Jina;2;w;1
Ebrahim;2;m;1
Joana;2;w;1
Edoardo;2;m;1
Joanna;2;w;1
Efe;2;m;1
Jolie;2;w;1
Elia;2;m;1
Jolina;2;w;1
Eliah;2;m;1
Josephine;2;w;1
Emmanuel;2;m;1
Juli;2;w;1
Enno;2;m;1
Julie;2;w;1
Eymen;2;m;1
Karla;2;w;1
Fin;2;m;1
Karlotta;2;w;1
Fridolin;2;m;1
Karolina;2;w;1
Gabriele;2;m;1
Karoline;2;w;1
Gianluca;2;m;1
Katja;2;w;1
Gregor;2;m;1
Kiara;2;w;1
Hadi;2;m;1
Lamar;2;w;1
Hanno;2;m;1
Lamis;2;w;1
Haroun;2;m;1
Leira;2;w;1
Ian;2;m;1
Lilia;2;w;1
Ilay;2;m;1
Liliana;2;w;1
Ilian;2;m;1
Lilith;2;w;1
Ioannis;2;m;1
Lilli;2;w;1
Issa;2;m;1
Lillian;2;w;1
Ivan;2;m;1
Lillien;2;w;1
Jakub;2;m;1
Lola;2;w;1
Jamie;2;m;1
Lora;2;w;1
Janosch;2;m;1
Lou;2;w;1
Jason;2;m;1
Luci;2;w;1
Joel;2;m;1
Lucía;2;w;1
Jon;2;m;1
Luiza;2;w;1
Jonte;2;m;1
Lynn;2;w;1
Jorik;2;m;1
Magdalena;2;w;1
Joris;2;m;1
Maila;2;w;1
Joseph;2;m;1
Malika;2;w;1
Josias;2;m;1
Malin;2;w;1
Josua;2;m;1
Maram;2;w;1
Junes;2;m;1
Mari;2;w;1
Junus;2;m;1
Mariana;2;w;1
Juri;2;m;1
Marina;2;w;1
Kaan;2;m;1
Marleen;2;w;1
Kadir;2;m;1
Marlena;2;w;1
Karim;2;m;1
Marlies;2;w;1
Kevin;2;m;1
Maryam;2;w;1
Khaled;2;m;1
Massa;2;w;1
Kimi;2;m;1
Mathilde;2;w;1
Las;2;m;1
Maxine;2;w;1
Lazar;2;m;1
Mayra;2;w;1
Leano;2;m;1
Melek;2;w;1
Len;2;m;1
Melody;2;w;1
Lenn;2;m;1
Meryem;2;w;1
Lennox;2;m;1
Meyra;2;w;1
Lenny;2;m;1
Michalina;2;w;1
Leonas;2;m;1
Michelle;2;w;1
Leonel;2;m;1
Milla;2;w;1
Levent;2;m;1
Minea;2;w;1
Lijan;2;m;1
Monika;2;w;1
Lion;2;m;1
Nadia;2;w;1
Mads;2;m;1
Naila;2;w;1
Magnus;2;m;1
Naomi;2;w;1
Mahir;2;m;1
Naya;2;w;1
Maik;2;m;1
Nika;2;w;1
Marc;2;m;1
Nila;2;w;1
Marek;2;m;1
noch;2;w;1
Mathéo;2;m;1
Rahel;2;w;1
Mattia;2;m;1
Ranja;2;w;1
Maurice;2;m;1
Rieke;2;w;1
Melvin;2;m;1
Ritaj;2;w;1
Merlin;2;m;1
Ruby;2;w;1
Mete;2;m;1
Safiya;2;w;1
Metehan;2;m;1
Salome;2;w;1
Mikail;2;m;1
Samia;2;w;1
Milian;2;m;1
Selma;2;w;1
Mirac;2;m;1
Sham;2;w;1
Miran;2;m;1
Sina;2;w;1
Miro;2;m;1
Smilla;2;w;1
Muhammad;2;m;1
Sumeja;2;w;1
Musab;2;m;1
Svenja;2;w;1
Nadim;2;m;1
Talia;2;w;1
Nathan;2;m;1
Tamara;2;w;1
Nathaniel;2;m;1
Tea;2;w;1
Nicholas;2;m;1
Tessa;2;w;1
Nicklas;2;m;1
Valerie;2;w;1
Noam;2;m;1
Vera;2;w;1
Noan;2;m;1
Wanda;2;w;1
Nour;2;m;1
Yasmin;2;w;1
ohne;2;m;1
Yousra;2;w;1
Osman;2;m;1
Yusra;2;w;1
Patrick;2;m;1
Zara;2;w;1
Peyman;2;m;1
Şerife;2;w;1
Philip;2;m;1
Ram;2;m;1
Rashid;2;m;1
Ruben;2;m;1
Saleh;2;m;1
Sem;2;m;1
Serkan;2;m;1
Soufian;2;m;1
Syed;2;m;1
Taim;2;m;1
Talha;2;m;1
Tamim;2;m;1
Thore;2;m;1
Timeo;2;m;1
Timon;2;m;1
Tyler;2;m;1
Umut;2;m;1
William;2;m;1
Yaakoub;2;m;1
Yagiz;2;m;1
Yaman;2;m;1
Yannis;2;m;1
Yasir;2;m;1
Yiğit;2;m;1
Yonas;2;m;1
Yousef;2;m;1
Michael;1;m;6
Albrecht;1;m;5
Laura;1;w;5
Alexander;1;m;5
Maria;1;w;5
Mats;1;m;5
Oluwadamisi;1;w;5
Peter;1;m;5
Salih;1;w;5
Taha;1;w;5
Askari;1;m;4
Alake;1;w;4
Felix;1;m;4
Anna;1;w;4
Ferdinand;1;m;4
Aref;1;w;4
Friedrich;1;m;4
Elsbeth;1;w;4
Graal;1;m;4
Gerda;1;w;4
Hugo;1;m;4
Irene;1;w;4
Jean;1;m;4
Karoline;1;w;4
Johann;1;m;4
Prinzessin;1;w;4
Kalla;1;m;4
Saad;1;w;4
Konstantin;1;m;4
Sonja;1;w;4
Lars;1;m;4
Svenja;1;w;4
Louis;1;m;4
Viera;1;w;4
Miguel;1;m;4
Rihan;1;m;4
Rudolf;1;m;4
Urs;1;m;4
Abdurahman;1;w;3
Adesua;1;w;3
Ahmed;1;w;3
Albertine;1;w;3
Ali;1;w;3
Alice;1;w;3
Amhamed;1;w;3
Amélie;1;w;3
Anabella;1;w;3
Angelika;1;w;3
Anh;1;w;3
Anikó;1;w;3
Abdellatef;1;m;3
Antonie;1;w;3
Abdi;1;m;3
Aryaduta;1;w;3
Abdulazeez;1;m;3
Atiya;1;w;3
Abdulla;1;m;3
Aurora;1;w;3
Ahenkuro;1;m;3
Barbara;1;w;3
Ahmed;1;m;3
Bettina;1;w;3
Alfred;1;m;3
Binta;1;w;3
Anton;1;m;3
Brice;1;w;3
Armand;1;m;3
Brigitte;1;w;3
Aurel;1;m;3
Charlotte;1;w;3
Bernhard;1;m;3
Christel;1;w;3
Bukhari;1;m;3
Christine;1;w;3
Camillo;1;m;3
Claire;1;w;3
Carl;1;m;3
Constanze;1;w;3
Carsten;1;m;3
Csilla;1;w;3
Caspar;1;m;3
Doreen;1;w;3
Charly;1;m;3
Dzhelal;1;w;3
Christoph;1;m;3
Eisay;1;w;3
Christopher;1;m;3
El;1;w;3
Cihan;1;m;3
Elenore;1;w;3
Damian;1;m;3
Emily;1;w;3
Danson;1;m;3
Emma;1;w;3
Dzhelal;1;m;3
Erika;1;w;3
Ekkard;1;m;3
Fadwa;1;w;3
Eli;1;m;3
Fee;1;w;3
Elmahdi;1;m;3
Fien;1;w;3
Enno;1;m;3
Florentin;1;w;3
Eric;1;m;3
Frederike;1;w;3
Erich;1;m;3
Frida;1;w;3
erteilt;1;m;3
Gisela;1;w;3
Fabian;1;m;3
Giuma;1;w;3
Fernando;1;m;3
Helene;1;w;3
Florian;1;m;3
Hilda;1;w;3
George;1;m;3
Hélène;1;w;3
Gerd;1;m;3
Ibtisam;1;w;3
Gerhard;1;m;3
Ihmeed;1;w;3
Guglielmo;1;m;3
Inge;1;w;3
Guido;1;m;3
Isabella;1;w;3
Hamdy;1;m;3
Isabelle;1;w;3
Hashim;1;m;3
Jasmin;1;w;3
Hiêú;1;m;3
Jassim;1;w;3
Husham;1;m;3
Joaquina;1;w;3
Hussain;1;m;3
Johanna;1;w;3
Jack;1;m;3
Josefine;1;w;3
Jacob;1;m;3
Kirstina;1;w;3
Johann;1;m;3
Konstanze;1;w;3
Joseph;1;m;3
Kristina;1;w;3
Julius;1;m;3
Kukua;1;w;3
Junior;1;m;3
kyzy;1;w;3
Jussi;1;m;3
Lan;1;w;3
Karl;1;m;3
Laura;1;w;3
