vorname;anzahl;geschlecht;position
Erin;2;m;1
Ethan;2;m;1
Eymen;2;m;1
Fares;2;m;1
Fran;2;m;1
Gregor;2;m;1
Gustav;2;m;1
Hassan;2;m;1
Hector;2;m;1
Ilay;2;m;1
Imran;2;m;1
Isak;2;m;1
Ivano;2;m;1
Jim;2;m;1
Jiyan;2;m;1
Johan;2;m;1
Jon;2;m;1
Jordan;2;m;1
Joscha;2;m;1
Juliano;2;m;1
Justin;2;m;1
Karlo;2;m;1
Konrad;2;m;1
Kurt;2;m;1
Kylian;2;m;1
Lav;2;m;1
Lean;2;m;1
Lenny;2;m;1
Leonas;2;m;1
Lionel;2;m;1
Lorenzo;2;m;1
Lorian;2;m;1
Lucian;2;m;1
Mahan;2;m;1
Marko;2;m;1
Marten;2;m;1
Massimo;2;m;1
Matheo;2;m;1
Mathis;2;m;1
Mattheo;2;m;1
Miguel;2;m;1
Mike;2;m;1
Mikel;2;m;1
Miko;2;m;1
Mio;2;m;1
Miraç;2;m;1
Moses;2;m;1
Mustafa;2;m;1
Nathan;2;m;1
Neo;2;m;1
Nikolai;2;m;1
Nil;2;m;1
Nino;2;m;1
Nour;2;m;1
Noyan;2;m;1
Nuri;2;m;1
Odin;2;m;1
Omar;2;m;1
Orfeas;2;m;1
Osman;2;m;1
Pepe;2;m;1
Peter;2;m;1
Phileas;2;m;1
Rejan;2;m;1
Rejjan;2;m;1
Rian;2;m;1
Roan;2;m;1
Ryan;2;m;1
Samir;2;m;1
Sayed;2;m;1
Serafim;2;m;1
Shahin;2;m;1
Sohaib;2;m;1
Tahir;2;m;1
Thore;2;m;1
Titus;2;m;1
Tommy;2;m;1
Travis;2;m;1
Vasilije;2;m;1
Victor;2;m;1
Viktor;2;m;1
Vito;2;m;1
Yahya;2;m;1
Yannick;2;m;1
Younis;2;m;1
Yunis;2;m;1
Zeyd;2;m;1
Ziad;2;m;1
Alessia;2;w;2
Alexandra;2;w;2
Ali;2;w;2
Alicia;2;w;2
Aminata;2;w;2
Anastasia;2;w;2
Angelika;2;w;2
Ann;2;w;2
Annemarie;2;w;2
Aurora;2;w;2
Ayla;2;w;2
Camille;2;w;2
Celine;2;w;2
Cäcilia;2;w;2
Dora;2;w;2
Ece;2;w;2
Edda;2;w;2
Eleonore;2;w;2
Elif;2;w;2
Ella;2;w;2
Elli;2;w;2
Emily;2;w;2
Emmi;2;w;2
Evi;2;w;2
Fabienne;2;w;2
Fatima;2;w;2
Feline;2;w;2
Fiona;2;w;2
Frida;2;w;2
Hanna;2;w;2
Hilde;2;w;2
Hope;2;w;2
Ingrid;2;w;2
Ioana;2;w;2
Isabel;2;w;2
Isabelle;2;w;2
Johanne;2;w;2
Karlotta;2;w;2
Käthe;2;w;2
Lara;2;w;2
Laura;2;w;2
Lee;2;w;2
Lena;2;w;2
Leticia;2;w;2
Leyla;2;w;2
Lia;2;w;2
Liana;2;w;2
Linda;2;w;2
Linn;2;w;2
Lisa;2;w;2
Liv;2;w;2
Loreen;2;w;2
Lotta;2;w;2
Luana;2;w;2
Lynn;2;w;2
Madeleine;2;w;2
Magdalena;2;w;2
Malou;2;w;2
Malu;2;w;2
Manuela;2;w;2
Marianne;2;w;2
Marla;2;w;2
Marleen;2;w;2
Marlies;2;w;2
Martina;2;w;2
Mathea;2;w;2
May;2;w;2
Minna;2;w;2
Monika;2;w;2
Nika;2;w;2
Nour;2;w;2
Rita;2;w;2
Romy;2;w;2
Rosalia;2;w;2
Rose;2;w;2
Ruby;2;w;2
Sara;2;w;2
Selin;2;w;2
Serhiivna;2;w;2
Stefani;2;w;2
Su;2;w;2
Sunny;2;w;2
Thea;2;w;2
Theresa;2;w;2
Therese;2;w;2
Theresia;2;w;2
Vera;2;w;2
Viktorivna;2;w;2
Viola;2;w;2
Wilhelmine;2;w;2
Yevhenivna;2;w;2
Zoe;2;w;2
Albert;2;m;2
Alois;2;m;2
Alp;2;m;2
Alparslan;2;m;2
Amir;2;m;2
Andrei;2;m;2
Anthony;2;m;2
Aras;2;m;2
Armando;2;m;2
Arthur;2;m;2
Aslan;2;m;2
Atlas;2;m;2
Aurel;2;m;2
Aurelio;2;m;2
Bernhard;2;m;2
Bilal;2;m;2
Bo;2;m;2
Bogdan;2;m;2
Casanos;2;m;2
Casimir;2;m;2
Caspar;2;m;2
Christoph;2;m;2
Daniel;2;m;2
Dennis;2;m;2
Elia;2;m;2
Elijah;2;m;2
Emir;2;m;2
Finn;2;m;2
Francisco;2;m;2
Gerhard;2;m;2
Hamza;2;m;2
Heinz;2;m;2
Helmut;2;m;2
Hugo;2;m;2
Ibrahim;2;m;2
Ilias;2;m;2
James;2;m;2
Janosch;2;m;2
John;2;m;2
Joseph;2;m;2
Joshua;2;m;2
Justus;2;m;2
Kai;2;m;2
Kayra;2;m;2
Khaled;2;m;2
Klaus;2;m;2
Kurt;2;m;2
Leon;2;m;2
Leopold;2;m;2
Levin;2;m;2
Lino;2;m;2
Lio;2;m;2
Luca;2;m;2
Lucian;2;m;2
Lukas;2;m;2
Malek;2;m;2
Malo;2;m;2
Marco;2;m;2
Mario;2;m;2
Marlon;2;m;2
Mateusz;2;m;2
Mats;2;m;2
Mattheo;2;m;2
Matti;2;m;2
Maurice;2;m;2
Milo;2;m;2
Mohamed;2;m;2
Moritz;2;m;2
Nael;2;m;2
Nils;2;m;2
Oleksiiovych;2;m;2
Pepe;2;m;2
Phil;2;m;2
Said;2;m;2
Simon;2;m;2
Stephan;2;m;2
Thorsten;2;m;2
Toni;2;m;2
Vincent;2;m;2
Wolf;2;m;2
Wolfgang;2;m;2
Yusuf;2;m;2
Barbara;2;w;3
Elisabeth;2;w;3
Mohammed;2;w;3
Silke;2;w;3
Carl;2;m;3
Ferdinand;2;m;3
Johann;2;m;3
Jürgen;2;m;3
Michael;2;m;3
Otto;2;m;3
Paul;2;m;3
Sascha;2;m;3
Abra;1;w;1
Abril;1;w;1
Aceliya;1;w;1
Achy;1;w;1
Ada-Miruna;1;w;1
Adea;1;w;1
Adelija;1;w;1
Aden;1;w;1
Adenike;1;w;1
Adisa;1;w;1
Adrina;1;w;1
Afnan;1;w;1
Ahaana;1;w;1
Ainara;1;w;1
Aisha;1;w;1
Ajla;1;w;1
Alaa;1;w;1
Alayna;1;w;1
Aleeya;1;w;1
Alessia-Andreea;1;w;1
Aliah;1;w;1
Alice;1;w;1
Alicja;1;w;1
Alien;1;w;1
Alisa-July;1;w;1
Alisa;1;w;1
Alisja;1;w;1
Alissia;1;w;1
Aliza;1;w;1
Allegra;1;w;1
Almas;1;w;1
Almass;1;w;1
Almaz;1;w;1
Almila;1;w;1
Almira;1;w;1
Amaja;1;w;1
Amande;1;w;1
Amary;1;w;1
Amedeea;1;w;1
Amel;1;w;1
Amela;1;w;1
Amely;1;w;1
Ametallah;1;w;1
Ameya;1;w;1
Amitis;1;w;1
Amna;1;w;1
Amra;1;w;1
Amrah;1;w;1
Amélie;1;w;1
Anabelle;1;w;1
Anais;1;w;1
Anamarija;1;w;1
Anastasija;1;w;1
Anayah;1;w;1
Andia;1;w;1
Andra;1;w;1
Anelia;1;w;1
Angela;1;w;1
Aniela-Elia;1;w;1
Aniela;1;w;1
Anika;1;w;1
Anissa;1;w;1
Anjuli;1;w;1
Ann-Celine;1;w;1
Anna-Sofia;1;w;1
Annabel;1;w;1
Anni;1;w;1
Anny;1;w;1
Anouk;1;w;1
Ansa;1;w;1
Ansar;1;w;1
Anthea;1;w;1
Aquila;1;w;1
Ariam;1;w;1
Arina;1;w;1
Ariora;1;w;1
Arlin;1;w;1
Armida;1;w;1
Artemis;1;w;1
Asal;1;w;1
Asena;1;w;1
Ashfia;1;w;1
Asija;1;w;1
Asiye;1;w;1
Assal;1;w;1
Assia;1;w;1
Assiah;1;w;1
Asya;1;w;1
Athar;1;w;1
Atheeka;1;w;1
Atina;1;w;1
Aurela;1;w;1
Aurèlia;1;w;1
Avrin;1;w;1
Ayah;1;w;1
Ayannah;1;w;1
Ayat;1;w;1
Ayda;1;w;1
Aymira;1;w;1
Aysima;1;w;1
Azada;1;w;1
Aziza;1;w;1
Azzurra;1;w;1
Bana;1;w;1
Barin;1;w;1
Beatrice;1;w;1
Begüm;1;w;1
Belga;1;w;1
Belinay;1;w;1
Belinda;1;w;1
Belén;1;w;1
Berçem;1;w;1
Bitanya;1;w;1
Blanka;1;w;1
Blerza;1;w;1
Blessing;1;w;1
Bonnie;1;w;1
Bérénice;1;w;1
Büşra;1;w;1
Calla;1;w;1
Calliope;1;w;1
Camilla;1;w;1
Camille;1;w;1
Cara;1;w;1
Carly;1;w;1
Carmen;1;w;1
Caro;1;w;1
Carolin;1;w;1
Cataleya-Queen;1;w;1
Cataleya;1;w;1
Catia;1;w;1
Cattleya;1;w;1
Charisa;1;w;1
Charlie;1;w;1
Charlotte-Sophie;1;w;1
Chayma;1;w;1
Chioma;1;w;1
Chloé;1;w;1
Cilia;1;w;1
Clara-Gabriella;1;w;1
Clementine;1;w;1
Clothilde;1;w;1
Cora;1;w;1
Cosima;1;w;1
Cristina;1;w;1
Dafina;1;w;1
Dahab;1;w;1
Dajana;1;w;1
Dajena;1;w;1
Dalina-Dorothea;1;w;1
Daliya;1;w;1
Daliyah;1;w;1
Damira;1;w;1
Damla;1;w;1
