vorname;anzahl;geschlecht;position
Ajla;2;w;1
Alba;2;w;1
Alexis;2;w;1
Alia;2;w;1
Alica;2;w;1
Alin;2;w;1
Almina;2;w;1
Almira;2;w;1
Alya;2;w;1
Amal;2;w;1
Amilia;2;w;1
Amine;2;w;1
Amy;2;w;1
Ana;2;w;1
Anisa;2;w;1
Anissa;2;w;1
Annalena;2;w;1
Annelie;2;w;1
Anouk;2;w;1
Ariane;2;w;1
Arya;2;w;1
Ashley;2;w;1
Asya;2;w;1
Aya;2;w;1
Ayana;2;w;1
Ayliz;2;w;1
Carolin;2;w;1
Cataleya;2;w;1
Celia;2;w;1
Charlie;2;w;1
Chloe;2;w;1
Cosima;2;w;1
Dahlia;2;w;1
Dalin;2;w;1
Dana;2;w;1
Dania;2;w;1
Daria;2;w;1
Dila;2;w;1
Dilara;2;w;1
Dunya;2;w;1
Eleen;2;w;1
Eleonora;2;w;1
Elif;2;w;1
Elin;2;w;1
Eliz;2;w;1
Eliza;2;w;1
Elizabeth;2;w;1
Ellen;2;w;1
Elsie;2;w;1
Emilie;2;w;1
Erva;2;w;1
Evelyn;2;w;1
Felia;2;w;1
Felina;2;w;1
Fenja;2;w;1
Fine;2;w;1
Florentina;2;w;1
Franca;2;w;1
Freja;2;w;1
Fria;2;w;1
Friederike;2;w;1
Gloria;2;w;1
Grace;2;w;1
Havin;2;w;1
Hedi;2;w;1
Hiba;2;w;1
Inaya;2;w;1
Inayah;2;w;1
Inga;2;w;1
Insa;2;w;1
Irma;2;w;1
Janna;2;w;1
Jara;2;w;1
Johanne;2;w;1
Juli;2;w;1
Kayla;2;w;1
Kimberly;2;w;1
Klea;2;w;1
Lale;2;w;1
Larin;2;w;1
Leandra;2;w;1
Leen;2;w;1
Lema;2;w;1
Leonora;2;w;1
Leticia;2;w;1
Liara;2;w;1
Lieselotte;2;w;1
Lijana;2;w;1
Liliana;2;w;1
Lilya;2;w;1
Linn;2;w;1
Linnea;2;w;1
Livi;2;w;1
Loreen;2;w;1
Lorin;2;w;1
Lotti;2;w;1
Louise;2;w;1
Lucy;2;w;1
Lumi;2;w;1
Madlen;2;w;1
Majvi;2;w;1
Malena;2;w;1
Malie;2;w;1
Maliya;2;w;1
Maram;2;w;1
Marina;2;w;1
Mathea;2;w;1
Mavi;2;w;1
Mavie;2;w;1
Meliya;2;w;1
Melody;2;w;1
Meryem;2;w;1
Miray;2;w;1
Misk;2;w;1
Muna;2;w;1
Munira;2;w;1
Naomi;2;w;1
Nefeli;2;w;1
Nelly;2;w;1
Neva;2;w;1
Neyla;2;w;1
Nia;2;w;1
Nicole;2;w;1
Nila;2;w;1
Norah;2;w;1
Paloma;2;w;1
Pina;2;w;1
Priya;2;w;1
Raphaela;2;w;1
Romi;2;w;1
Rosalie;2;w;1
Ruby;2;w;1
Safaa;2;w;1
Safia;2;w;1
Safiya;2;w;1
Salma;2;w;1
Samira;2;w;1
Sandra;2;w;1
Sanna;2;w;1
Sola;2;w;1
Svea;2;w;1
Tala;2;w;1
Tasnim;2;w;1
Tatjana;2;w;1
Teresa;2;w;1
Tuana;2;w;1
Valeska;2;w;1
Violetta;2;w;1
Vivien;2;w;1
Zehra;2;w;1
Zoya;2;w;1
Zümra;2;w;1
Abdullah;2;m;1
Ahmet;2;m;1
Alan;2;m;1
Aleksandar;2;m;1
Aleksander;2;m;1
Alexandros;2;m;1
Andi;2;m;1
Araz;2;m;1
Art;2;m;1
Artjom;2;m;1
Ayan;2;m;1
Bassam;2;m;1
Batu;2;m;1
Bela;2;m;1
Bilal;2;m;1
Björn;2;m;1
Boris;2;m;1
Bosse;2;m;1
Casper;2;m;1
Christian;2;m;1
Christoph;2;m;1
Clemens;2;m;1
Connor;2;m;1
Deon;2;m;1
Diyan;2;m;1
Eddie;2;m;1
Eduard;2;m;1
Edwin;2;m;1
Efe;2;m;1
Eliah;2;m;1
Elio;2;m;1
Emiliano;2;m;1
Ferdinand;2;m;1
Filip;2;m;1
Fineas;2;m;1
Fridolin;2;m;1
Gero;2;m;1
Giovanni;2;m;1
Giuseppe;2;m;1
Göktuğ;2;m;1
Hassan;2;m;1
Hendrik;2;m;1
Hugo;2;m;1
Hussein;2;m;1
Ilhan;2;m;1
Ilias;2;m;1
Isaiah;2;m;1
Ivar;2;m;1
Jamal;2;m;1
Janne;2;m;1
Jannes;2;m;1
Jannick;2;m;1
Jari;2;m;1
Jarne;2;m;1
Jason;2;m;1
Jerome;2;m;1
Jesper;2;m;1
Jibril;2;m;1
Jordan;2;m;1
Joseph;2;m;1
Josua;2;m;1
Junes;2;m;1
Karam;2;m;1
Karan;2;m;1
Kaspar;2;m;1
Kayden;2;m;1
Keno;2;m;1
Kiyan;2;m;1
Laurenz;2;m;1
Lawand;2;m;1
Lazar;2;m;1
Leandro;2;m;1
Lennox;2;m;1
Leonas;2;m;1
Leonel;2;m;1
Leonik;2;m;1
Lev;2;m;1
Lou;2;m;1
Louay;2;m;1
Louie;2;m;1
Lucian;2;m;1
Lucien;2;m;1
Ludwig;2;m;1
Mahir;2;m;1
Mahmoud;2;m;1
Mailo;2;m;1
Malek;2;m;1
Malio;2;m;1
Marco;2;m;1
Marius;2;m;1
Mark;2;m;1
Marvin;2;m;1
Mathis;2;m;1
Mayar;2;m;1
Mehmet;2;m;1
Michel;2;m;1
Mikail;2;m;1
Milad;2;m;1
Miron;2;m;1
Mirza;2;m;1
Mohamad;2;m;1
Moses;2;m;1
Muhammad;2;m;1
Murat;2;m;1
Mustafa;2;m;1
Nathaniel;2;m;1
Nelio;2;m;1
Niko;2;m;1
Nikolai;2;m;1
Noar;2;m;1
Noh;2;m;1
Nuri;2;m;1
Omed;2;m;1
Omid;2;m;1
Osman;2;m;1
Paolo;2;m;1
Philip;2;m;1
Poyraz;2;m;1
Raffael;2;m;1
Rashid;2;m;1
Remo;2;m;1
Richard;2;m;1
Roni;2;m;1
Said;2;m;1
Samir;2;m;1
Sascha;2;m;1
Sebastian;2;m;1
Selim;2;m;1
Silas;2;m;1
Taha;2;m;1
Tammo;2;m;1
Thiago;2;m;1
Thomas;2;m;1
Tiago;2;m;1
Tilmann;2;m;1
Timo;2;m;1
Tony;2;m;1
Tristan;2;m;1
Tyler;2;m;1
Viktor;2;m;1
Wilhelm;2;m;1
William;2;m;1
Wim;2;m;1
Yamen;2;m;1
Yannik;2;m;1
Yaqub;2;m;1
Yassin;2;m;1
Yousef;2;m;1
Youssef;2;m;1
Yunis;2;m;1
Zakaria;2;m;1
Adele;2;w;2
Adelheid;2;w;2
Alva;2;w;2
Anastasia;2;w;2
Andrea;2;w;2
Apollonia;2;w;2
Aylin;2;w;2
Barbara;2;w;2
Bella;2;w;2
Belén;2;w;2
Carmen;2;w;2
Catalina;2;w;2
Edita;2;w;2
Edith;2;w;2
Elena;2;w;2
Elif;2;w;2
Elina;2;w;2
Elvira;2;w;2
Emilie;2;w;2
Emily;2;w;2
Emmi;2;w;2
Fee;2;w;2
Franziska;2;w;2
Freya;2;w;2
Frida;2;w;2
Fritzi;2;w;2
Hafsa;2;w;2
Hava;2;w;2
Hedwig;2;w;2
Heidi;2;w;2
Helen;2;w;2
Imani;2;w;2
Ioana;2;w;2
Isabel;2;w;2
Ivy;2;w;2
Jael;2;w;2
Judith;2;w;2
Kaur;2;w;2
Klara;2;w;2
Laura;2;w;2
Leona;2;w;2
Liara;2;w;2
Lotta;2;w;2
Lynn;2;w;2
Madita;2;w;2
Magdalena;2;w;2
Malaya;2;w;2
Malina;2;w;2
Mari;2;w;2
Mariella;2;w;2
Marta;2;w;2
Martha;2;w;2
Marzena;2;w;2
Mathilde;2;w;2
Medina;2;w;2
Melina;2;w;2
Merle;2;w;2
Mia;2;w;2
Michelle;2;w;2
Mila;2;w;2
Nina;2;w;2
Nour;2;w;2
Oleksandrivna;2;w;2
Olivia;2;w;2
Ophelia;2;w;2
Paula;2;w;2
Rahel;2;w;2
Rashed;2;w;2
Rosi;2;w;2
Solea;2;w;2
Su;2;w;2
Susanna;2;w;2
Viktorivna;2;w;2
Viola;2;w;2
Wilhelmine;2;w;2
Zahra;2;w;2
Zoe;2;w;2
Zoé;2;w;2
Adam;2;m;2
Adrian;2;m;2
Aleksander;2;m;2
Amos;2;m;2
Andreas;2;m;2
Angelo;2;m;2
Antonius;2;m;2
Arthur;2;m;2
Arvid;2;m;2
Asad;2;m;2
Asaf;2;m;2
August;2;m;2
Azim;2;m;2
Bela;2;m;2
Bene;2;m;2
Benedikt;2;m;2
Clemens;2;m;2
Daniele;2;m;2
Darian;2;m;2
Deniz;2;m;2
Dieter;2;m;2
Dominik;2;m;2
Emmanuel;2;m;2
Emre;2;m;2
Etienne;2;m;2
Falk;2;m;2
Fernando;2;m;2
Florin;2;m;2
Francis;2;m;2
Francisco;2;m;2
Gustav;2;m;2
Hannes;2;m;2
Hans;2;m;2
Harry;2;m;2
Ian;2;m;2
Isa;2;m;2
Jibril;2;m;2
Joachim;2;m;2
Johan;2;m;2
John;2;m;2
Kaan;2;m;2
Kilian;2;m;2
Klaus;2;m;2
Konstantin;2;m;2
Kurt;2;m;2
Kwabena;2;m;2
Leano;2;m;2
Leonhard;2;m;2
Leonidas;2;m;2
Louis;2;m;2
Ludwig;2;m;2
Manuel;2;m;2
Marc;2;m;2
Maria;2;m;2
Markus;2;m;2
Marten;2;m;2
Mateo;2;m;2
Matti;2;m;2
Milan;2;m;2
Milo;2;m;2
Minh;2;m;2
Mohamed;2;m;2
Nelio;2;m;2
Niklas;2;m;2
Ole;2;m;2
Oscar;2;m;2
Phineas;2;m;2
Raphael;2;m;2
Rio;2;m;2
Rolf;2;m;2
Salvatore;2;m;2
Santiago;2;m;2
Sven;2;m;2
Theodor;2;m;2
Tim;2;m;2
Timur;2;m;2
Titus;2;m;2
Ulrich;2;m;2
Vincent;2;m;2
Vito;2;m;2
Werner;2;m;2
Willem;2;m;2
Willi;2;m;2
Anouk;2;w;3
Ellen;2;w;3
Helene;2;w;3
Helga;2;w;3
Isabell;2;w;3
Julie;2;w;3
Luise;2;w;3
Mansoor;2;w;3
Frederik;2;m;3
Friedrich;2;m;3
Heinrich;2;m;3
Joseph;2;m;3
Karl;2;m;3
Khamees;2;m;3
Maria;2;m;3
Wolfgang;2;m;3
Josef;2;m;4
Aarany;1;w;1
Aarika;1;w;1
Aasiyah;1;w;1
Abbygail;1;w;1
Achia;1;w;1
Adalie;1;w;1
Adama;1;w;1
Adele;1;w;1
Adelia;1;w;1
Adelya-Su;1;w;1
Adelya;1;w;1
Adia;1;w;1
Adira;1;w;1
Adriana-Lydia;1;w;1
Adriana;1;w;1
Adrienne;1;w;1
Adélie;1;w;1
Aelirenn;1;w;1
Afrin;1;w;1
Agnes;1;w;1
Agnieszka;1;w;1
Aiana;1;w;1
Aila;1;w;1
Aimee;1;w;1
Aimée;1;w;1
Ainoa;1;w;1
Aischa;1;w;1
Aisha;1;w;1
Aiyana;1;w;1
Ajna;1;w;1
Al;1;w;1
Aleha;1;w;1
Aleksandrina;1;w;1
Alexandra;1;w;1
Alicja;1;w;1
Aline;1;w;1
Alisa;1;w;1
Alisia;1;w;1
Alissia;1;w;1
Aliz;1;w;1
Aliza;1;w;1
Aljona;1;w;1
Almas;1;w;1
Altea;1;w;1
Alyssa;1;w;1
Amable;1;w;1
Amaliya;1;w;1
Ambla;1;w;1
Ambár;1;w;1
Amelie-Sohie;1;w;1
Amely;1;w;1
Amenah;1;w;1
Amia;1;w;1
Amla;1;w;1
Amália;1;w;1
Anays;1;w;1
Anaë;1;w;1
Andela;1;w;1
Angela;1;w;1
Angelina;1;w;1
Aniela;1;w;1
Anika;1;w;1
Anisa-Nour;1;w;1
Anna-Amalia;1;w;1
Anna-Lena;1;w;1
Anna-Solea;1;w;1
Annabel;1;w;1
Annabell;1;w;1
Annabella;1;w;1
Annabelle;1;w;1
Annaheidi;1;w;1
Annais;1;w;1
Anne;1;w;1
Anneli;1;w;1
Annemarie;1;w;1
Annie;1;w;1
Annik;1;w;1
Annisa;1;w;1
Antjana;1;w;1
Antonella;1;w;1
Anya;1;w;1
Apolline;1;w;1
Arba;1;w;1
Argiro;1;w;1
Ariana-Mia;1;w;1
Ariel;1;w;1
Arilena;1;w;1
Arinas;1;w;1
Ariola;1;w;1
Ariona;1;w;1
Arla;1;w;1
Asal;1;w;1
Asel;1;w;1
Ashwaaq;1;w;1
Asil;1;w;1
Asiya;1;w;1
Asma;1;w;1
Asmin;1;w;1
Assinat;1;w;1
Astrid;1;w;1
Athena;1;w;1
Athina-Souzi;1;w;1
Atika;1;w;1
Atrin;1;w;1
Austėja;1;w;1
Avesta;1;w;1
Aviana;1;w;1
Avigael;1;w;1
Avin;1;w;1
Avleen;1;w;1
Awin;1;w;1
Ayca;1;w;1
Ayleen;1;w;1
Ayumi;1;w;1
Azelya;1;w;1
Azra-Nur;1;w;1
Bahar;1;w;1
Barbara;1;w;1
Basma;1;w;1
Bassma;1;w;1
Bayan;1;w;1
Beatrice;1;w;1
Belinay;1;w;1
Bella;1;w;1
Belén;1;w;1
Benita;1;w;1
Berfin;1;w;1
Bernice;1;w;1
Bonita;1;w;1
Buna;1;w;1
Calea;1;w;1
Calita;1;w;1
