vorname;anzahl;geschlecht;position
Martin;5;m;1
Oscar;5;m;1
Sam;5;m;1
Sebastian;5;m;1
Yassin;5;m;1
Yiğit;5;m;1
Yousef;5;m;1
Charlotte;4;w;3
Elisabeth;4;w;3
Katharina;4;w;3
Marie;4;w;3
Amelie;4;w;2
Aurelia;4;w;2
Christine;4;w;2
Clara;4;w;2
Dorothea;4;w;2
Felicitas;4;w;2
Franziska;4;w;2
Friederike;4;w;2
Helena;4;w;2
Isabel;4;w;2
Josefine;4;w;2
Leonie;4;w;2
Lisa;4;w;2
Martha;4;w;2
Sarah;4;w;2
Sofia;4;w;2
Amin;4;m;2
Valentina;4;w;2
Andreas;4;m;2
Benedikt;4;m;2
Emanuel;4;m;2
Emilio;4;m;2
Erich;4;m;2
Eymen;4;m;2
Ferdinand;4;m;2
Finn;4;m;2
Fritz;4;m;2
Georg;4;m;2
Heinrich;4;m;2
Joachim;4;m;2
John;4;m;2
Leander;4;m;2
Leo;4;m;2
Magnus;4;m;2
Mattis;4;m;2
Max;4;m;2
Nikolas;4;m;2
Oskar;4;m;2
Philipp;4;m;2
Tobias;4;m;2
Alexandra;4;w;1
Alisa;4;w;1
Christina;4;w;1
Edda;4;w;1
Elif;4;w;1
Elina;4;w;1
Helene;4;w;1
Hiba;4;w;1
Isabelle;4;w;1
Jette;4;w;1
Jule;4;w;1
Khadija;4;w;1
Leah;4;w;1
Aiden;4;m;1
Leona;4;w;1
Albert;4;m;1
Liah;4;w;1
Alex;4;m;1
Lorena;4;w;1
Amin;4;m;1
Lucy;4;w;1
Anas;4;m;1
Marla;4;w;1
Aras;4;m;1
Marleen;4;w;1
Ayman;4;m;1
Melek;4;w;1
Bennet;4;m;1
Milena;4;w;1
Ferdinand;4;m;1
Nadia;4;w;1
Hamza;4;m;1
Noemi;4;w;1
Hanno;4;m;1
Ruby;4;w;1
Henrik;4;m;1
Safiya;4;w;1
Issa;4;m;1
Tala;4;w;1
Jannes;4;m;1
Viktoria;4;w;1
Jasper;4;m;1
Johan;4;m;1
Jonte;4;m;1
Lars;4;m;1
Leander;4;m;1
Leano;4;m;1
Luka;4;m;1
Merlin;4;m;1
Mikail;4;m;1
Mohammed;4;m;1
Muhammad;4;m;1
Muhammed;4;m;1
Noyan;4;m;1
Robert;4;m;1
Rufus;4;m;1
Silas;4;m;1
Thilo;4;m;1
Timur;4;m;1
Tobias;4;m;1
Tyler;4;m;1
Yasin;4;m;1
Younes;4;m;1
Ferdinand;3;m;3
Friedrich;3;m;3
Georg;3;m;3
Maximilian;3;m;3
Rudolf;3;m;3
Marianne;3;w;3
Alina;3;w;2
Barbara;3;w;2
Elif;3;w;2
Elina;3;w;2
Emilie;3;w;2
Emmi;3;w;2
Esmeralda;3;w;2
Eva;3;w;2
Freya;3;w;2
Greta;3;w;2
Isabella;3;w;2
Kim;3;w;2
Klara;3;w;2
Lea;3;w;2
Lena;3;w;2
Lilli;3;w;2
Liv;3;w;2
Liya;3;w;2
Louisa;3;w;2
Louise;3;w;2
Marleen;3;w;2
Mathilde;3;w;2
Adrian;3;m;2
Matilda;3;w;2
Albert;3;m;2
Maya;3;w;2
Ali;3;m;2
Mila;3;w;2
Alp;3;m;2
Paula;3;w;2
Arian;3;m;2
Philine;3;w;2
Arthur;3;m;2
Romy;3;w;2
Christopher;3;m;2
Zoe;3;w;2
Constantin;3;m;2
Dominik;3;m;2
Efe;3;m;2
Enes;3;m;2
Felipe;3;m;2
Franz;3;m;2
Gerhard;3;m;2
Hans;3;m;2
Hussain;3;m;2
Jannis;3;m;2
Janosch;3;m;2
Jonas;3;m;2
Julius;3;m;2
Khalil;3;m;2
Konstantin;3;m;2
Leonardo;3;m;2
Luca;3;m;2
Luis;3;m;2
Lukas;3;m;2
Marcel;3;m;2
Markus;3;m;2
Matheo;3;m;2
Mats;3;m;2
Matti;3;m;2
Michel;3;m;2
Milan;3;m;2
Milo;3;m;2
Mustafa;3;m;2
Nathan;3;m;2
Nils;3;m;2
Noel;3;m;2
Oliver;3;m;2
Peter;3;m;2
Rasmus;3;m;2
Robin;3;m;2
Ruben;3;m;2
Stefan;3;m;2
William;3;m;2
Alara;3;w;1
Alice;3;w;1
Alicia;3;w;1
Aliyah;3;w;1
Amal;3;w;1
Amaya;3;w;1
Amilia;3;w;1
Angelina;3;w;1
Annika;3;w;1
Ariana;3;w;1
Carolina;3;w;1
Chiara;3;w;1
Cleo;3;w;1
Dana;3;w;1
Defne;3;w;1
Delia;3;w;1
Dilara;3;w;1
Eleni;3;w;1
Elise;3;w;1
Ellie;3;w;1
Emelie;3;w;1
Emilie;3;w;1
Ahmet;3;m;1
Estelle;3;w;1
Ajan;3;m;1
Evelyn;3;w;1
Alessandro;3;m;1
Ewa;3;w;1
Alperen;3;m;1
Florentine;3;w;1
Aram;3;m;1
Franziska;3;w;1
Arian;3;m;1
Heidi;3;w;1
Artjom;3;m;1
Henriette;3;w;1
Berkay;3;m;1
Ileyna;3;w;1
Can;3;m;1
Ivana;3;w;1
Caspar;3;m;1
Jinan;3;w;1
Charlie;3;m;1
Jonna;3;w;1
Clemens;3;m;1
Josefine;3;w;1
Conrad;3;m;1
Judith;3;w;1
Constantin;3;m;1
Karlotta;3;w;1
Elia;3;m;1
Laila;3;w;1
Elijah;3;m;1
Lavin;3;w;1
Emre;3;m;1
Layla;3;w;1
Farid;3;m;1
Lene;3;w;1
Fiete;3;m;1
Lilli;3;w;1
Filip;3;m;1
Louise;3;w;1
Frederick;3;m;1
Magdalena;3;w;1
Giuliano;3;m;1
Malak;3;w;1
Ilan;3;m;1
Malea;3;w;1
Ilias;3;m;1
Malena;3;w;1
Ivan;3;m;1
Marina;3;w;1
Janne;3;m;1
Marlie;3;w;1
Jano;3;m;1
Mathea;3;w;1
Janosch;3;m;1
Melisa;3;w;1
Jayden;3;m;1
Meriem;3;w;1
Joel;3;m;1
Miray;3;w;1
Julien;3;m;1
Nika;3;w;1
Kenan;3;m;1
Nisa;3;w;1
Lennart;3;m;1
Sally;3;w;1
Lian;3;m;1
Samira;3;w;1
Liano;3;m;1
Selma;3;w;1
Lionel;3;m;1
Svea;3;w;1
Lutz;3;m;1
Talia;3;w;1
Marten;3;m;1
Tasnim;3;w;1
Mathias;3;m;1
Tuana;3;w;1
Mathis;3;m;1
Zeynep;3;w;1
Mattheo;3;m;1
Zoé;3;w;1
Matthias;3;m;1
Miro;3;m;1
Mohamad;3;m;1
Mustafa;3;m;1
Ole;3;m;1
Omar;3;m;1
Pepe;3;m;1
Rayan;3;m;1
Roni;3;m;1
Saad;3;m;1
Salih;3;m;1
Taim;3;m;1
Tenzin;3;m;1
Teodor;3;m;1
Thiago;3;m;1
Thorben;3;m;1
Timon;3;m;1
Titus;3;m;1
Umut;3;m;1
Yasir;3;m;1
Zayn;3;m;1
Emmanuel;2;m;3
Gregor;2;m;3
Ali;2;w;3
Günter;2;m;3
Anh;2;w;3
Heinrich;2;m;3
Helene;2;w;3
Hugo;2;m;3
Klara;2;w;3
Jakob;2;m;3
Louise;2;w;3
Josef;2;m;3
Margarete;2;w;3
Louis;2;m;3
Margaretha;2;w;3
Ludwig;2;m;3
Therese;2;w;3
Matthias;2;m;3
Victoria;2;w;3
Otto;2;m;3
Viktoria;2;w;3
Peter;2;m;3
Thomas;2;m;3
Ulrich;2;m;3
Valentin;2;m;3
Walter;2;m;3
Adele;2;w;2
Agnes;2;w;2
Alexandra;2;w;2
Alma;2;w;2
Amélie;2;w;2
An;2;w;2
Ann;2;w;2
Annabelle;2;w;2
Anne;2;w;2
Annelie;2;w;2
Annemarie;2;w;2
Ava;2;w;2
Bianca;2;w;2
Carla;2;w;2
Carola;2;w;2
Chloé;2;w;2
Denise;2;w;2
Eleonora;2;w;2
Ella;2;w;2
Eloise;2;w;2
Emily;2;w;2
Emma;2;w;2
Fiona;2;w;2
Gertrud;2;w;2
Grace;2;w;2
Hanna;2;w;2
Hannah;2;w;2
Henriette;2;w;2
Ilieva;2;w;2
Joleen;2;w;2
Jolie;2;w;2
Josefin;2;w;2
Joséphine;2;w;2
Jule;2;w;2
Karen;2;w;2
Karlotta;2;w;2
Kaur;2;w;2
Lara;2;w;2
Aaron;2;m;2
Laura;2;w;2
Abdulaziz;2;m;2
Leni;2;w;2
Abdullah;2;m;2
Leyla;2;w;2
Adam;2;m;2
Liara;2;w;2
Adriel;2;m;2
Lilith;2;w;2
Ahmad;2;m;2
Lotta;2;w;2
Amani;2;m;2
Lotte;2;w;2
Andrei;2;m;2
Luana;2;w;2
André;2;m;2
Lucie;2;w;2
Angelino;2;m;2
Madita;2;w;2
Antonio;2;m;2
Maja;2;w;2
Ares;2;m;2
Malaika;2;w;2
Asaf;2;m;2
Malin;2;w;2
Asif;2;m;2
Malina;2;w;2
Basri;2;m;2
Malou;2;w;2
Bennet;2;m;2
Margarete;2;w;2
Bernd;2;m;2
Margarethe;2;w;2
Björn;2;m;2
Marianne;2;w;2
Boris;2;m;2
Meta;2;w;2
Casper;2;m;2
Milena;2;w;2
Charly;2;m;2
Mina;2;w;2
Colin;2;m;2
Nur;2;w;2
Deniz;2;m;2
Olivia;2;w;2
Egon;2;m;2
Petra;2;w;2
Elia;2;m;2
Philippa;2;w;2
Emilian;2;m;2
Rebecca;2;w;2
Emir;2;m;2
Rita;2;w;2
Ernst;2;m;2
Ruth;2;w;2
Fabian;2;m;2
Stefania;2;w;2
Felice;2;m;2
Su;2;w;2
Filip;2;m;2
Tabea;2;w;2
Frederik;2;m;2
Teresa;2;w;2
Hasan;2;m;2
Theresa;2;w;2
Heinz;2;m;2
Henrik;2;m;2
Hermann;2;m;2
Ibrahim;2;m;2
Ilay;2;m;2
Isaiah;2;m;2
Jacob;2;m;2
Jamal;2;m;2
James;2;m;2
Jamil;2;m;2
Joel;2;m;2
Jonah;2;m;2
Justus;2;m;2
Karam;2;m;2
Kilian;2;m;2
Klaus;2;m;2
Korbinian;2;m;2
Kurt;2;m;2
Laurenz;2;m;2
Leonhard;2;m;2
Leroy;2;m;2
Linus;2;m;2
Lothar;2;m;2
Ludwig;2;m;2
Luke;2;m;2
Manuel;2;m;2
Marten;2;m;2
Mateo;2;m;2
Maxim;2;m;2
Muhammed;2;m;2
Nathaniel;2;m;2
Nicolas;2;m;2
Niklas;2;m;2
Nikolaus;2;m;2
Nino;2;m;2
Norbert;2;m;2
Omar;2;m;2
Otto;2;m;2
Phil;2;m;2
Philip;2;m;2
Rafael;2;m;2
Reiner;2;m;2
Ricardo;2;m;2
Robert;2;m;2
Roland;2;m;2
Ryan;2;m;2
Said;2;m;2
Salih;2;m;2
Sam;2;m;2
Samir;2;m;2
Scott;2;m;2
Silas;2;m;2
Taavi;2;m;2
Till;2;m;2
Toni;2;m;2
Torben;2;m;2
Valentino;2;m;2
Vincent;2;m;2
Walter;2;m;2
Werner;2;m;2
Willem;2;m;2
Willi;2;m;2
Wolfgang;2;m;2
Abigail;2;w;1
Aina;2;w;1
Aisha;2;w;1
Ajla;2;w;1
Alea;2;w;1
Alessia;2;w;1
Aleyna;2;w;1
Alisha;2;w;1
Aliya;2;w;1
Amélie;2;w;1
Anissa;2;w;1
Annabella;2;w;1
Annemarie;2;w;1
Anouk;2;w;1
Arya;2;w;1
Aseel;2;w;1
Asmaa;2;w;1
Assiya;2;w;1
Asya;2;w;1
Aurora;2;w;1
Ayat;2;w;1
Aboubacar;2;m;1
Aylin;2;w;1
Adar;2;m;1
Ayşe;2;w;1
Adem;2;m;1
Baran;2;w;1
Alessio;2;m;1
Barin;2;w;1
Alois;2;m;1
Beatrice;2;w;1
Alper;2;m;1
Berfin;2;w;1
Andreas;2;m;1
Camilla;2;w;1
Arman;2;m;1
Cara;2;w;1
Artur;2;m;1
Caroline;2;w;1
Atakan;2;m;1
Chloé;2;w;1
Ayoub;2;m;1
Cornelia;2;w;1
Baran;2;m;1
Dalia;2;w;1
Bastian;2;m;1
Dania;2;w;1
Batuhan;2;m;1
Dina;2;w;1
Bela;2;m;1
Dua;2;w;1
Carlos;2;m;1
Elanur;2;w;1
Cemil;2;m;1
Elea;2;w;1
Christos;2;m;1
Eleonore;2;w;1
Darian;2;m;1
Elin;2;w;1
Dennis;2;m;1
Elinor;2;w;1
Devran;2;m;1
Eliza;2;w;1
Diego;2;m;1
Elsa;2;w;1
Dima;2;m;1
Emine;2;w;1
Domenico;2;m;1
Emmi;2;w;1
Dominic;2;m;1
Enna;2;w;1
Eduard;2;m;1
Enya;2;w;1
Efe;2;m;1
Felicitas;2;w;1
Eliah;2;m;1
Feline;2;w;1
Elyas;2;m;1
Filippa;2;w;1
Emilian;2;m;1
Franka;2;w;1
Emiliano;2;m;1
Freya;2;w;1
Emin;2;m;1
Fria;2;w;1
Emmanuel;2;m;1
Grace;2;w;1
Enes;2;m;1
Hailey;2;w;1
Eren;2;m;1
Hana;2;w;1
Eric;2;m;1
Havin;2;w;1
Eyad;2;m;1
Hedi;2;w;1
Fabio;2;m;1
Iman;2;w;1
Falk;2;m;1
Inga;2;w;1
Fatih;2;m;1
Israa;2;w;1
Fernando;2;m;1
Janne;2;w;1
Florentin;2;m;1
Jory;2;w;1
Gabriele;2;m;1
Juana;2;w;1
Gustav;2;m;1
Julianna;2;w;1
Hakan;2;m;1
Karla;2;w;1
Haris;2;m;1
Katja;2;w;1
Hassan;2;m;1
Kora;2;w;1
Hugo;2;m;1
Larin;2;w;1
Ian;2;m;1
Lenja;2;w;1
Immanuel;2;m;1
Lieselotte;2;w;1
Imran;2;m;1
Liliana;2;w;1
Jamil;2;m;1
Lilith;2;w;1
Jason;2;m;1
Liljana;2;w;1
Jon;2;m;1
Linnéa;2;w;1
Joris;2;m;1
Liva;2;w;1
Josua;2;m;1
Livi;2;w;1
Juri;2;m;1
Liyah;2;w;1
Kaan;2;m;1
Lucia;2;w;1
Kai;2;m;1
Lujain;2;w;1
Kalle;2;m;1
Luna-Marie;2;w;1
Karim;2;m;1
Lya;2;w;1
Karlo;2;m;1
Lydia;2;w;1
Kasimir;2;m;1
Lynn;2;w;1
Kaspar;2;m;1
Mailin;2;w;1
Kawa;2;m;1
Malika;2;w;1
Keno;2;m;1
Malou;2;w;1
Khalid;2;m;1
Mariella;2;w;1
Kristian;2;m;1
Marlena;2;w;1
Kuzey;2;m;1
Marta;2;w;1
Laurin;2;m;1
Martina;2;w;1
Lavend;2;m;1
Marwa;2;w;1
Len;2;m;1
Mary;2;w;1
Lenn;2;m;1
Matea;2;w;1
Lennet;2;m;1
Mathilde;2;w;1
Lennox;2;m;1
Mayar;2;w;1
Leonidas;2;m;1
Mayla;2;w;1
Loris;2;m;1
Mayra;2;w;1
Louay;2;m;1
Medina;2;w;1
Lovis;2;m;1
Milana;2;w;1
Lucas;2;m;1
Milla;2;w;1
Ludwig;2;m;1
Miriam;2;w;1
Luke;2;m;1
Misk;2;w;1
Léonard;2;m;1
Nabila;2;w;1
Mads;2;m;1
Naima;2;w;1
Magnus;2;m;1
Nala;2;w;1
Marco;2;m;1
Natalia;2;w;1
Marian;2;m;1
Natalie;2;w;1
Marius;2;m;1
Nehir;2;w;1
Markus;2;m;1
Nela;2;w;1
Marlo;2;m;1
Nia;2;w;1
Mehmet;2;m;1
Nike;2;w;1
Mert;2;m;1
Nila;2;w;1
Miguel;2;m;1
Nilay;2;w;1
Miko;2;m;1
Noa;2;w;1
Miraç;2;m;1
Nour;2;w;1
Nadim;2;m;1
Paola;2;w;1
Niko;2;m;1
Paulina;2;w;1
Noel;2;m;1
Penelope;2;w;1
Ozan;2;m;1
Perwin;2;w;1
Pablo;2;m;1
Philine;2;w;1
Pedro;2;m;1
Rachel;2;w;1
Petar;2;m;1
Rahma;2;w;1
Peter;2;m;1
Rike;2;w;1
Phil;2;m;1
Riva;2;w;1
Quinn;2;m;1
Ruth;2;w;1
Rafael;2;m;1
Sabine;2;w;1
Rashid;2;m;1
Safaa;2;w;1
Resul;2;m;1
Salma;2;w;1
Rico;2;m;1
Salwa;2;w;1
Rojan;2;m;1
Selin;2;w;1
Romeo;2;m;1
Sidra;2;w;1
Said;2;m;1
Sofie;2;w;1
Samir;2;m;1
Solin;2;w;1
Sanad;2;m;1
Sophie-Marie;2;w;1
Seyit;2;m;1
Susanna;2;w;1
Stefan;2;m;1
Tabea;2;w;1
Stephan;2;m;1
Talea;2;w;1
Sufyan;2;m;1
Teresa;2;w;1
Sven;2;m;1
Tessa;2;w;1
Tammo;2;m;1
Theres;2;w;1
Thore;2;m;1
Toni;2;w;1
Timothy;2;m;1
Valeria;2;w;1
Tino;2;m;1
Viola;2;w;1
Valentino;2;m;1
Vivien;2;w;1
William;2;m;1
Yağmur;2;w;1
Yannick;2;m;1
Yuna;2;w;1
Yaron;2;m;1
Yüsra;2;w;1
Yavuz;2;m;1
Zahra;2;w;1
Yosef;2;m;1
Zara;2;w;1
Ömer;2;m;1
Mariano;1;m;5
Elisabeth;1;w;5
Howail;1;w;5
Adalbert;1;m;4
Abdulla;1;w;4
Ahmed;1;m;4
Andrea;1;w;4
Hermann;1;m;4
Anna;1;w;4
Ida;1;m;4
Annina;1;w;4
Joachim;1;m;4
Funny;1;w;4
Jobst;1;m;4
Helga;1;w;4
Klaus;1;m;4
Ines;1;w;4
Maria;1;m;4
Khurram;1;w;4
Marian;1;m;4
Leora;1;w;4
Maximilian;1;m;4
Malin;1;w;4
Paul;1;m;4
Margot;1;w;4
Wilhelm;1;m;4
Marie;1;w;4
Wolfgang;1;m;4
Martha;1;w;4
Miwa;1;w;4
Sylvia;1;w;4
Viera;1;w;4
Adele;1;w;3
Aicha;1;w;3
Alexandra;1;w;3
Amoroso;1;w;3
Anastasia;1;w;3
Aaron;1;m;3
Anaïs;1;w;3
Abdi;1;m;3
Angelika;1;w;3
Adriaan;1;m;3
Annelies;1;w;3
Agung;1;m;3
Antonie;1;w;3
Aham;1;m;3
Argiro;1;w;3
Ahmed;1;m;3
Atieno;1;w;3
Aleandro;1;m;3
Augusta;1;w;3
Alessandro;1;m;3
Barbara;1;w;3
Alfred;1;m;3
Beatrice;1;w;3
Ali;1;m;3
Bermanakusumah;1;w;3
Altan;1;m;3
Birgit;1;w;3
Anandalmar;1;m;3
Christin;1;w;3
Andy;1;m;3
Christine;1;w;3
Arvid;1;m;3
Clementine;1;w;3
August;1;m;3
Coco;1;w;3
Augustus;1;m;3
Cäcilia;1;w;3
Bahlol;1;m;3
Dakhil;1;w;3
Balthasar;1;m;3
Edda;1;w;3
Beniyam;1;m;3
Edith;1;w;3
Bert;1;m;3
Ela;1;w;3
Bruno;1;m;3
Eleni;1;w;3
Butkus;1;m;3
Eleonora;1;w;3
Carl;1;m;3
Elfriede;1;w;3
Casimir;1;m;3
Elina;1;w;3
Christian;1;m;3
Eliza;1;w;3
Christoph;1;m;3
Elly;1;w;3
Constantin;1;m;3
Fatima;1;w;3
Cruz;1;m;3
Fee;1;w;3
Dieter;1;m;3
Fong;1;w;3
Dominik;1;m;3
Franka;1;w;3
Eissa;1;m;3
Franziska;1;w;3
Elias;1;m;3
Friederike;1;w;3
Emanuel;1;m;3
Gabriele;1;w;3
Emil;1;m;3
Garance;1;w;3
Ernst;1;m;3
Gloria;1;w;3
Faraj;1;m;3
Grace;1;w;3
Ferenc;1;m;3
Greta;1;w;3
Franz;1;m;3
Géraldine;1;w;3
Frieder;1;m;3
Hannelore;1;w;3
Friedhelm;1;m;3
Hedwig;1;w;3
Fritz;1;m;3
Helga;1;w;3
Gavril;1;m;3
Hélène;1;w;3
Gerhard;1;m;3
Illa;1;w;3
Gjon;1;m;3
Inge;1;w;3
Gonzalo;1;m;3
Iris;1;w;3
Hamid;1;m;3
Isabel;1;w;3
Helmut;1;m;3
Jana;1;w;3
Henri;1;m;3
Judith;1;w;3
Henry;1;m;3
Juliette;1;w;3
Hermann;1;m;3
Karla;1;w;3
Hon;1;m;3
Karola;1;w;3
Horst;1;m;3
Kessiwa;1;w;3
Ibi;1;m;3
Kubra;1;w;3
Ibrahim;1;m;3
Laurentia;1;w;3
Ilie;1;m;3
Lena;1;w;3
Immanuel;1;m;3
Leni;1;w;3
Jason;1;m;3
Li;1;w;3
Jeroen;1;m;3
Lina;1;w;3
Jes;1;m;3
Lorelai;1;w;3
Jian;1;m;3
Luise;1;w;3
