vorname;anzahl;geschlecht
Eda;1;w
Dylan;1;m
Edeltraud;1;w
Ebu;1;m
Edna;1;w
Ecrin;1;m
Eilyn;1;w
Eddie;1;m
El-Elohe;1;w
Edin;1;m
Ela;1;w
Ediz;1;m
Elaine;1;w
Edlir;1;m
Elani;1;w
Edmund;1;m
Elanur;1;w
Edonis;1;m
Elda;1;w
Eduart;1;m
Eleanor;1;w
Efecan;1;m
Elenor;1;w
Egehan;1;m
Eleny;1;w
Egon;1;m
Elica;1;w
Ehsan;1;m
Elicia;1;w
Eleasar;1;m
Elida;1;w
Eleazar;1;m
Eliis;1;w
Elham;1;m
Elikem;1;w
Eliav;1;m
Elinam;1;w
Elion;1;m
Eline;1;w
Eliyas;1;m
Elis;1;w
Eliyaz;1;m
Elisabeth-Naseni;1;w
Eliás;1;m
Eliz;1;w
Eliú;1;m
Eljesa;1;w
Elnatan;1;m
Elke-Maria;1;w
Eloan;1;m
Ella-Valentina;1;w
Elvin;1;m
Ellie;1;w
Elvis;1;m
Ellinor;1;w
Emad;1;m
Elly;1;w
Emanuele;1;m
Elma;1;w
Emile;1;m
Elmira;1;w
Emiliano;1;m
Elodie;1;w
Emilias;1;m
Eloise;1;w
Emilios;1;m
Elsayed;1;w
Emre;1;m
Elsbeth;1;w
Endres;1;m
Else;1;w
Enes;1;m
Eléna;1;w
Enis;1;m
Emily-Jolie;1;w
Enrico;1;m
Emily-Roos;1;w
Enzo;1;m
Emmelin;1;w
Ephraim;1;m
Emmi-Lotta;1;w
Eray;1;m
Emmie;1;w
Eren;1;m
En;1;w
Erion;1;m
Ena;1;w
Erkam;1;m
Encarnación;1;w
Erkoç;1;m
Enie;1;w
Ernest;1;m
Enissa;1;w
Erol;1;m
Enya;1;w
Erwin;1;m
Era;1;w
Espen;1;m
Ermina;1;w
Esra;1;m
Esila;1;w
Essa;1;m
Esila-Su;1;w
Esteban;1;m
Esme;1;w
Etienne;1;m
Esmeralda-Sunita;1;w
Etienne-Mam;1;m
Esra;1;w
Etiènne;1;m
Esther-Madleen;1;w
Evgeni'vič;1;m
Estrella;1;w
Ezechiel;1;m
Eufrasia;1;w
Ezra;1;m
Eva-Lotta;1;w
Ezzat;1;m
Eva-Maria;1;w
Fadil;1;m
Eva-Marie;1;w
Fahad;1;m
Evangeline;1;w
Faisal;1;m
Evanjalin;1;w
Farid;1;m
Evdet;1;w
Farris;1;m
Evelina;1;w
Farzad;1;m
Evelyn;1;w
Fatih;1;m
Evita;1;w
Fausi;1;m
Evlanur;1;w
Fawaz;1;m
Eylem;1;w
Fays;1;m
Eylül;1;w
Fehmi;1;m
Ezra;1;w
Felipe;1;m
Fadwa;1;w
Fero;1;m
Famil;1;w
Fidel;1;m
Faris;1;w
Fil;1;m
Fathia;1;w
Filip;1;m
Fatna;1;w
Filius;1;m
Faye;1;w
Finjas;1;m
Feleona;1;w
Finlay;1;m
Felicia;1;w
Finn-Louis;1;m
Felicita;1;w
Finn-Luca;1;m
Felina;1;w
Finnjo;1;m
Fenne;1;w
Flavius;1;m
Ferdinande;1;w
Florens;1;m
Fernanda;1;w
Florenzo;1;m
Finja-Julie;1;w
Florin;1;m
Firdaouss;1;w
Francesco;1;m
Florence;1;w
Franco;1;m
Florentina;1;w
Fraser;1;m
Florentine;1;w
Freddy;1;m
Fotini;1;w
Friedemann;1;m
Fouad;1;w
Frieder;1;m
Franca;1;w
Frits;1;m
Freia;1;w
Frédéric;1;m
Fritzi;1;w
Fynn-Matthis;1;m
Gana;1;w
Gabor;1;m
Ganimete;1;w
Gabriel-André;1;m
Georgina;1;w
Gaspar;1;m
Georgy;1;w
Gbam-Naa;1;m
Gerda;1;w
Gent;1;m
Gerti;1;w
George;1;m
Gertrud;1;w
Georges;1;m
Getey;1;w
Georgiev;1;m
Ghaithaa;1;w
Georgiy;1;m
Ghofran;1;w
Georgy;1;m
Ghroub;1;w
Geovanio;1;m
Gisela;1;w
Gerald;1;m
Gisela-Antonia;1;w
Gerd;1;m
Gisella;1;w
Gerrit;1;m
Giuliana;1;w
Ghanam;1;m
Glea;1;w
Gian;1;m
Glory;1;w
Gian-Luca;1;m
Grete;1;w
Gianni;1;m
Grizelda;1;w
Gianni-Guliano;1;m
Guilliana;1;w
Gianrico;1;m
Guinevere;1;w
Gibrail;1;m
Guljin;1;w
Gino;1;m
Gwendolyn;1;w
Giovanni;1;m
Güneş;1;w
Giray;1;m
Haadiya;1;w
Gitano;1;m
Habiba;1;w
Gligor;1;m
Hadiah;1;w
Gordian;1;m
Hagar;1;w
Gottfried;1;m
Haifa;1;w
Gregor;1;m
Haitham;1;w
Gregory;1;m
Hajar;1;w
Grishev;1;m
Halima;1;w
Guido;1;m
Halise-Evin;1;w
Guillaume;1;m
Hamida;1;w
Gulhan;1;m
Hamsoro;1;w
Gunj;1;m
Hanaa;1;w
Guram;1;m
Hanin;1;w
Gurnoor;1;m
Hanna-Coralie;1;w
Gustian;1;m
Hanni;1;w
Gwennec;1;m
Hasanatou;1;w
Gérard;1;m
Hatice;1;w
Hafiz;1;m
Haya;1;w
Haki;1;m
Hayat;1;w
Halid;1;m
Hayk;1;w
Halwest;1;m
Hazal-Beria;1;w
Hamed;1;m
Haël;1;w
Hamid;1;m
Hedi;1;w
Hammam;1;m
Hedwig;1;w
Hamo;1;m
Heidi;1;w
Haneef;1;m
Helen;1;w
Haniel;1;m
Helena-Joleen;1;w
Hanif;1;m
Heley;1;w
Hans-Joachim;1;m
Helia;1;w
Hans-Peter;1;m
Heloise;1;w
Hashem;1;m
Hema;1;w
Hashim;1;m
Hera;1;w
Haytam;1;m
Hessa;1;w
Haytham;1;m
Hetti;1;w
Hazem;1;m
Hewin;1;w
Heaven;1;m
Hewron;1;w
Hector;1;m
Hicran;1;w
Helge;1;m
Hildegard;1;w
Hennes;1;m
Hind;1;w
Henryk;1;m
Holly;1;w
Herbert;1;m
Hongyan;1;w
Heri;1;m
Hoor;1;w
Hero;1;m
Hui;1;w
Hicham;1;m
Husam;1;w
Hien;1;m
Hussain;1;w
Hilarius;1;m
Hussein;1;w
Hilmi;1;m
Hélène;1;w
Horst;1;m
Hübriye;1;w
Hossein;1;m
Ida-Marie;1;w
Hubert;1;m
Idina;1;w
Hubertus;1;m
Iduna;1;w
Hussein;1;m
Ifedolapo;1;w
Hussian;1;m
Ifeoma;1;w
Huzaifa;1;m
Igorevna;1;w
Iamis;1;m
İleyna;1;w
Ibrahima;1;m
Ileyna;1;w
Idibekov;1;m
Iliriana;1;w
Idris;1;m
Illin;1;w
Ighodaro;1;m
Ima;1;w
Igor;1;m
Imani;1;w
Ikbal;1;m
Immanouela;1;w
Ikechukwu;1;m
Imogen;1;w
Ikidaola;1;m
Inaaya;1;w
Ilaj;1;m
India;1;w
Ilan;1;m
Ines;1;w
Ilay;1;m
Inês;1;w
Iljas;1;m
Ioana;1;w
İlyas;1;m
Ioanna;1;w
Imaad;1;m
Ionela;1;w
Imad;1;m
Irem;1;w
Imanuel;1;m
Irena;1;w
Imran;1;m
Iris;1;w
Ioannis;1;m
Irma;1;w
Ionuț;1;m
Isabella-Jasmin;1;w
Isa;1;m
Ishal;1;w
İsa;1;m
Islam;1;w
Isaa;1;m
Isolde;1;w
Isaac;1;m
Israa;1;w
Isaak;1;m
Issra;1;w
Ishak;1;m
Ivana;1;w
Ivano;1;m
Ivi;1;w
Ivar;1;m
Ivon;1;w
Jack;1;m
Ivy-June;1;w
Jafar;1;m
Izabela;1;w
Jajmeet;1;m
Jaane;1;w
Jakub;1;m
Jacqueline;1;w
Jamieroquai;1;m
Jada;1;w
Jamil;1;m
Jale;1;w
Jamil-Ayman;1;m
Jamaa;1;w
Jamshed;1;m
Jamie;1;w
Janek;1;m
Janice;1;w
Janick;1;m
Janna;1;w
Janis;1;m
Jannat;1;w
Janne;1;m
Janneke;1;w
Janni;1;m
Jara;1;w
Janno;1;m
Jasleen;1;w
Januth;1;m
Jasmina;1;w
Jarel;1;m
Jean;1;w
Jarle;1;m
Jeanine;1;w
Jarmaine;1;m
Jeanne;1;w
Jaro;1;m
Jemima;1;w
Jaroslav;1;m
Jenna;1;w
Jasin;1;m
Jennifer;1;w
Jasiri;1;m
Jerlly;1;w
Jaspar;1;m
Joan-Mawusi;1;w
Jassin;1;m
Joana;1;w
Jayroy;1;m
Joanne;1;w
Jayson;1;m
Joe;1;w
Jean;1;m
Johanne;1;w
Jean-Richard;1;m
Jolene;1;w
Jehya;1;m
Jools;1;w
Jemio;1;m
Jorike;1;w
Jenari;1;m
Jory;1;w
Jens;1;m
Josefina;1;w
Jeremiah;1;m
Josephin;1;w
Jeremias;1;m
Josselyn;1;w
Jeremy;1;m
Joséphine;1;w
Jerôme;1;m
Joud;1;w
Jesaja;1;m
Judit;1;w
Jethro-Jayden;1;m
Judy;1;w
Ji-An;1;m
Julijana;1;w
Jibriel;1;m
Julina;1;w
Jim;1;m
Julius;1;w
Joah;1;m
Jumana;1;w
Joah-Samuel;1;m
June;1;w
Joan;1;m
Juni;1;w
Joe;1;m
Jutta;1;w
Joe-Angelo;1;m
Kai;1;w
Jolan;1;m
Kaia;1;w
Jon;1;m
Kajsa;1;w
Jone;1;m
Kalotta;1;w
Jones;1;m
Kamal;1;w
Joost;1;m
Kamila;1;w
Jordan;1;m
Kamisha;1;w
Jorin;1;m
Kaneko;1;w
Jos;1;m
Karima;1;w
Joscha;1;m
Katalin;1;w
Joschua;1;m
Katarina;1;w
Josif;1;m
Kathrin;1;w
Jost;1;m
Katia;1;w
José;1;m
Katla;1;w
Joud;1;m
Katrin;1;w
Jounous;1;m
Kayhtlyn;1;w
Juan;1;m
Kayla;1;w
Jud-Bakr;1;m
Kayra;1;w
Julan;1;m
Keana;1;w
Julen;1;m
Kelis;1;w
Julio;1;m
Kelly;1;w
Junes;1;m
Kelsi;1;w
Junior;1;m
Kensi;1;w
Junus;1;m
Kenza;1;w
Jupp;1;m
Khalid;1;w
Jurgen;1;m
Khorasan;1;w
Juri;1;m
Khurram;1;w
Juriy;1;m
Khánh;1;w
Jusha;1;m
Kiisa;1;w
Juste;1;m
Kimberley;1;w
Justin;1;m
Kimberly;1;w
Jędrzej;1;m
Kinyo;1;w
Kacper;1;m
Kinyuy;1;w
Kadir;1;m
Kirabo;1;w
Kaiming;1;m
Kirat;1;w
Kamil;1;m
Kirsti;1;w
Kaniwar;1;m
Kora;1;w
Karlo;1;m
Kornelia;1;w
Kaspar;1;m
Kraeva;1;w
Kassem;1;m
Krystine;1;w
Kawa;1;m
Kudjo;1;w
Kayden;1;m
Kyara;1;w
Keann;1;m
Kylie;1;w
Kendrick;1;m
Käthe;1;w
Kengni;1;m
Laetitia;1;w
Kerim;1;m
Laila;1;w
Kewan;1;m
Lailani;1;w
Khamis;1;m
Lamees;1;w
Khoi;1;m
Lamies;1;w
Khojah;1;m
Lara-Marie;1;w
Kiano;1;m
Larissa;1;w
Kim;1;m
Laurence;1;w
Kingston;1;m
Laurine;1;w
Kiran;1;m
Lavin;1;w
Kito;1;m
Lavinia;1;w
Kiwan;1;m
Laya;1;w
Kiyan;1;m
Lea-Marie;1;w
Kjell;1;m
Lee;1;w
Klemens;1;m
Leen;1;w
Klevin;1;m
Leevke;1;w
Kolja;1;m
Legendaria;1;w
Konradin;1;m
Leilani;1;w
Koryun;1;m
Leilani-Lynn;1;w
Kosmas;1;m
Lelani;1;w
Kossi;1;m
Lemlem;1;w
Kota;1;m
Lenka;1;w
Kristian;1;m
Leonice;1;w
Kubilay;1;m
Leonie-Sophie;1;w
Kwabena;1;m
Leonor;1;w
Kári;1;m
Leonore;1;w
Lamido;1;m
Leony;1;w
Lamy;1;m
Lerke;1;w
Lars-Henrik;1;m
Letizia;1;w
Las;1;m
Levana;1;w
Laua;1;m
Li;1;w
Laurent;1;m
Liah-Marie;1;w
Laurice;1;m
Lianna;1;w
Laurin;1;m
Lidija;1;w
Lavan;1;m
Lientje;1;w
Lavin;1;m
Lilah;1;w
Leandro;1;m
Lilas;1;w
Lee;1;m
Lilav;1;w
Leevi;1;m
Lile;1;w
Leif;1;m
Liliane;1;w
Leland;1;m
Lilienne;1;w
Lemmy;1;m
Lilita;1;w
Len;1;m
Lillien;1;w
Lennet;1;m
Lilly-Marie;1;w
Lennie;1;m
Lilly-Melina;1;w
Lennon;1;m
Lina-Louisa;1;w
Lenox;1;m
Lina-Marie;1;w
Leonas;1;m
Linde;1;w
Leonel;1;m
Lindi;1;w
Leonidas;1;m
Linja;1;w
Leven;1;m
Linnéa;1;w
Levend;1;m
Linxi;1;w
Levian;1;m
Lisbeth;1;w
León;1;m
Liva;1;w
Leónidas;1;m
Livy;1;w
Liano;1;m
Liyah;1;w
Lingyu;1;m
Ljubica;1;w
Liron;1;m
Login;1;w
Liyan;1;m
Lona;1;w
Lopes;1;m
Longyan;1;w
Loran;1;m
Lorena;1;w
Lorenz;1;m
Lorena-Sophie;1;w
Loukman;1;m
Loretta;1;w
Lubomirov;1;m
Lorin;1;w
Lucien;1;m
Loubna;1;w
Lucious;1;m
Love;1;w
Luiz;1;m
Lua;1;w
Lushan;1;m
Luana-Irene;1;w
Luther;1;m
Lucija;1;w
Lyon;1;m
Lucila;1;w
Lysandre;1;m
Lucretia;1;w
Léon-Kouam;1;m
Luisa-Marie;1;w
Ma;1;m
Luiza;1;w
Macit;1;m
Luka;1;w
Madison;1;m
Lulian;1;w
Magdi;1;m
Lulua;1;w
Magnificence;1;m
Lya;1;w
Mahdi;1;m
Lydia;1;w
Maher;1;m
Lynne;1;w
Mahjub;1;m
Lyo;1;w
Mahmood;1;m
Lyra;1;w
Makar;1;m
Lília;1;w
Makis;1;m
Mabel;1;w
Makoto;1;m
Mabinti;1;w
Maksymilian;1;m
Macarena;1;w
Malick;1;m
Madjoukoutou;1;w
Maliek;1;m
Madline;1;w
Malik-Sinan;1;m
Mae;1;w
Malo;1;m
Maemi;1;w
Manas;1;m
Mafonoc;1;w
Manasses;1;m
Mahnaz;1;w
Marek;1;m
Maia;1;w
Marie;1;m
Maida;1;w
Marinov;1;m
Maila;1;w
Maris;1;m
Maileen;1;w
Marius;1;m
Mailin;1;w
Markos;1;m
Mailin-Isabella;1;w
Marlon-Pascal;1;m
Maira;1;w
Marlow;1;m
Mais;1;w
Marouan;1;m
Makayla;1;w
Marsel;1;m
Mala;1;w
Mason;1;m
Malaak;1;w
Mathias;1;m
Malaika;1;w
Mathys;1;m
Malak;1;w
Matt;1;m
Maleen;1;w
Mattes;1;m
Maliah;1;w
Matthew;1;m
Malisa;1;w
Matz;1;m
Malvine;1;w
Maximillian;1;m
Mandy;1;w
Maximin;1;m
Manel;1;w
Maximus;1;m
Manessa;1;w
Maxwell;1;m
Manuela;1;w
Maël;1;m
Marah;1;w
Mbeka;1;m
Marceline;1;w
Medi;1;m
Mareike;1;w
Medin;1;m
Margarita;1;w
Mehdi;1;m
Margit;1;w
Mehmed;1;m
Margot;1;w
Mehmet;1;m
Mari;1;w
Meinrad;1;m
Mariami;1;w
Melquiades;1;m
Marian;1;w
Merlin;1;m
Mariann;1;w
Merlind;1;m
Marianne;1;w
Merwan;1;m
Mariela;1;w
Metin;1;m
Marielle;1;w
Mian;1;m
Mariette;1;w
Mica;1;m
Marija;1;w
Micael;1;m
Marika;1;w
Michail;1;m
Marike;1;w
Michele;1;m
Markella-Maria;1;w
Mikael;1;m
Marley;1;w
Mikail;1;m
Marlis;1;w
Milat;1;m
Marte;1;w
Miles;1;m
Marvi;1;w
Milow;1;m
Mary;1;w
Min;1;m
Mary-Lou;1;w
Min-Jae;1;m
Marylou;1;w
Miracle;1;m
Masal;1;w
Miro;1;m
Matenen;1;w
Miron;1;m
Matthea;1;w
Mirwais;1;m
Mavis;1;w
Mirzan;1;m
Mawa;1;w
Mitja;1;m
Maxi;1;w
Mohamad;1;m
Maxime;1;w
Mohammed-Youssef;1;m
Maximilia;1;w
Moheb;1;m
Maximiliane;1;w
Mohsen;1;m
Maxine;1;w
Momo;1;m
Mayah;1;w
Monam;1;m
Mayra;1;w
Moon;1;m
Mayssa;1;w
Morsi;1;m
Medine;1;w
Morthon;1;m
Meera;1;w
Moussa;1;m
Meike;1;w
Mubarak;1;m
Melek;1;w
Muhamed;1;m
Melika;1;w
Muidh;1;m
Melin;1;w
Muse;1;m
Melinda;1;w
Mylo;1;m
Melis;1;w
Nader;1;m
Melisa;1;w
Nadir;1;m
Meliya;1;w
Nael;1;m
Mendoza;1;w
Namik;1;m
Meri;1;w
Namir;1;m
Meriel;1;w
Nangyal;1;m
Merle-Fee;1;w
Nassim;1;m
Merte;1;w
Natan;1;m
Metisa;1;w
Nataniel;1;m
Meyra;1;w
Nathanael;1;m
Meyya;1;w
Navid;1;m
Mhamed;1;w
Nawaf;1;m
Mia-Lauren;1;w
Nawin;1;m
Mia-Lisa;1;w
Naël;1;m
Mia-Luisa;1;w
Nehemia;1;m
Mia-Madeleine;1;w
Neil;1;m
Mia-Olivia;1;w
Neitas;1;m
Mia-Sara;1;w
Nelio;1;m
Mia-Sophie;1;w
Nelio-Logan;1;m
Mia-Theresa;1;w
Nello;1;m
Mica-Marie;1;w
Nelson;1;m
Michaela;1;w
Neo;1;m
Michela;1;w
Neo-Maxim;1;m
Miera;1;w
Nevio;1;m
Mihaela;1;w
Nevius;1;m
Mila-Sue;1;w
Nezar;1;m
Milam;1;w
Ngugi;1;m
Miley-Joanna;1;w
Nguyen;1;m
Milinda;1;w
Niazi;1;m
Milu;1;w
Nicolai;1;m
Mine;1;w
Nihad;1;m
Minea;1;w
Nik;1;m
Minela;1;w
Nikan;1;m
Minh;1;w
Niki;1;m
Minou;1;w
Nikola;1;m
Mirja;1;w
Nikolaev;1;m
Misbah;1;w
Nikolai;1;m
Mmbasu;1;w
Nikolasz;1;m
Monika;1;w
Nikolaus;1;m
Moqadas;1;w
Nilan;1;m
Morea;1;w
Nilas;1;m
Motiab;1;w
Nilson;1;m
Mounia;1;w
Nima;1;m
Mounir;1;w
Nischan;1;m
Mounita;1;w
Nishan;1;m
Mpela;1;w
Noah-Elias;1;m
Muchen;1;w
Noah-Finn;1;m
Muhammed;1;w
Noah-Julien;1;m
Munira;1;w
Nojus;1;m
Murad;1;w
Nolan;1;m
Muslim;1;w
Noordeen;1;m
Muslimovna;1;w
Noori;1;m
Mussa;1;w
Norik;1;m
Mykolaìvna;1;w
Nosakhare;1;m
Målin;1;w
Nouh;1;m
Māra;1;w
Nour;1;m
Nabil;1;w
Nourddin;1;m
Nadia;1;w
Nouredein;1;m
Nadide;1;w
Noyan;1;m
Nadine;1;w
Noé;1;m
Naeema;1;w
Noël;1;m
Naemi;1;w
Nuno;1;m
Naif;1;w
Nélio;1;m
Naima;1;w
Odhiambo;1;m
Najla;1;w
Oghosa;1;m
Nala;1;w
Olamipo;1;m
Nassuna;1;w
Olivér;1;m
Nathalie;1;w
Oluwatoyin;1;m
Naz;1;w
Omer;1;m
Nazhat;1;w
Omid;1;m
Nazli;1;w
Omran;1;m
Nchubuh;1;w
Orion;1;m
Nea;1;w
Osman;1;m
Neelia;1;w
Oumar;1;m
Neema;1;w
Owen;1;m
Nejra;1;w
Ozan;1;m
Nelia;1;w
oğlu;1;m
Nella;1;w
Oğuzhan;1;m
Nerea;1;w
Palden;1;m
Nermin;1;w
Pallino;1;m
Nesrin;1;w
Panagiotis;1;m
Nevia;1;w
Pascal;1;m
Nevin;1;w
Pathé;1;m
Neyla;1;w
Patryk;1;m
Neza;1;w
Paul-Ole;1;m
Ngọc;1;w
Paulo;1;m
Nica;1;w
Pavlos;1;m
Nicola;1;w
Per;1;m
Nika;1;w
Petar;1;m
Niki;1;w
Peteza;1;m
Nikolina;1;w
Petros;1;m
Nila;1;w
Phat;1;m
Nilay;1;w
Phet;1;m
Nilda;1;w
Phileas;1;m
Ning;1;w
Phillipp;1;m
Nisanur;1;w
Philolaos;1;m
Nisrin;1;w
Pierre;1;m
Nivan;1;w
Piet;1;m
Nkeng;1;w
Polat;1;m
Nkikela;1;w
Pougom;1;m
Noa;1;w
Prince;1;m
noch;1;w
Qin;1;m
Nouriman;1;w
Quentin;1;m
Noëlle;1;w
Quinn;1;m
Nsunda;1;w
Quintus;1;m
Nuoyi;1;w
Raad;1;m
Nyeleti;1;w
Raiens;1;m
Ohenewa;1;w
Raik;1;m
Okka;1;w
Rajsen;1;m
Olamidé;1;w
Rakan;1;m
Olesia;1;w
Ramadan;1;m
Omar;1;w
Rami;1;m
Omonigho;1;w
Ramin;1;m
Omotolani;1;w
Ramirez;1;m
Omran;1;w
Ranko;1;m
Ophélie;1;w
Rasim;1;m
Ouassima;1;w
Rasmus;1;m
Ouassyma;1;w
Ratko;1;m
Ouiam;1;w
Rawa;1;m
Palina;1;w
Ray;1;m
Pari;1;w
Rayen;1;m
Pascale;1;w
Razmik;1;m
Pascalia;1;w
Recep;1;m
Penelope;1;w
Regis;1;m
Peniel;1;w
Rei;1;m
Penélope;1;w
Reiner;1;m
Perla;1;w
Reinhold;1;m
Perlla-Marina;1;w
Renas;1;m
Petra;1;w
Rephael;1;m
Phakwan;1;w
Rezwan;1;m
Phelin;1;w
Rhuan;1;m
Phelina;1;w
Ricardo;1;m
Philin;1;w
Richárd;1;m
Phillis;1;w
Rick;1;m
Phuong;1;w
Rik;1;m
Pia-Luise;1;w
Rion;1;m
Pilar;1;w
River;1;m
Polina;1;w
Riyad;1;m
Purity;1;w
Riyadh;1;m
Qixin;1;w
Roberto;1;m
qizi;1;w
Rocco;1;m
Qizi;1;w
Rodoleen;1;m
Quinn;1;w
Rohan;1;m
Rabe;1;w
Rohat;1;m
Rabea;1;w
Rohmer;1;m
Rabia;1;w
Rojan;1;m
Rachael;1;w
Roland;1;m
Rachel;1;w
Rolf;1;m
Rachida;1;w
Roma;1;m
Raeha;1;w
Romeo;1;m
Ragad;1;w
Ronald;1;m
Raisa-Maria;1;w
Ronaldo;1;m
Rakeb;1;w
Roni;1;m
Rama;1;w
Rosh;1;m
Ramize;1;w
Rouven;1;m
Rana;1;w
Ruan;1;m
Rani;1;w
Rudi-Valeri;1;m
Rawa;1;w
Ruien;1;m
Raya;1;w
Rune;1;m
Rayan;1;w
Ryan;1;m
Rayyan;1;w
Rüdiger;1;m
Reti;1;w
Sabri;1;m
Reyna;1;w
Sadibou;1;m
Rhea;1;w
Saeed;1;m
Rhema;1;w
Safa;1;m
Ria;1;w
Safar;1;m
Riana;1;w
Safet;1;m
Rida;1;w
Saifuddin;1;m
Rieke;1;w
Sajed;1;m
Rihana;1;w
Sakaria;1;m
Rim;1;w
Salah;1;m
Rima;1;w
Salahuddin;1;m
Rina;1;w
Saleh-Ameer;1;m
Ritedje;1;w
Salim;1;m
Ritej;1;w
Sallahudin;1;m
Rivana;1;w
Salman;1;m
Riya;1;w
Salmen;1;m
Riyana;1;w
Salum;1;m
Romayssa;1;w
Salvador;1;m
Rona;1;w
Samet;1;m
Ronia;1;w
Samrath;1;m
Ronya;1;w
Samu;1;m
Rosie;1;w
Samyak;1;m
Rosmarie;1;w
San;1;m
Rosé;1;w
Sanad;1;m
Roumaisa;1;w
Sancho;1;m
Ruby;1;w
Sandro;1;m
Ruenca;1;w
Sargon;1;m
Rufta;1;w
Sascha;1;m
Rulinda;1;w
Schechmus;1;m
Runa;1;w
Sefa;1;m
Ruoqi;1;w
Sefkan;1;m
Ruqaya;1;w
Semin;1;m
Ruqayah;1;w
Semyan;1;m
Ruqayya;1;w
Seonu;1;m
Rushin;1;w
Sergio;1;m
Ružica;1;w
Serhat;1;m
Ryve;1;w
Seroan;1;m
Róisín;1;w
Seyit;1;m
Saara;1;w
Seyyid;1;m
Safia;1;w
Shabi;1;m
Sahida-Sara;1;w
Shadrak;1;m
Saila;1;w
Shahan;1;m
Salah;1;w
Shahyaan;1;m
Salama;1;w
Shanija;1;m
Salia;1;w
Shariputra;1;m
Salima;1;w
Shayan;1;m
Salimata;1;w
Shebl;1;m
Sally;1;w
Shiyar;1;m
Salomé;1;w
Shreshtha;1;m
Salsabil;1;w
Shükri;1;m
Salwa;1;w
Siddhartha;1;m
Samaira;1;w
Sido;1;m
Samantha;1;w
Silvan;1;m
Samar;1;w
Silvester;1;m
Samira;1;w
Simon-Matteo;1;m
Samvelovna;1;w
Siraç;1;m
Sandjana;1;w
Siya;1;m
Sanja;1;w
Sofian;1;m
Saoirse;1;w
Sohaib;1;m
Saray;1;w
Solayman;1;m
Sarin;1;w
Solomon;1;m
Sarina;1;w
Sorel;1;m
Sarpela;1;w
Stamatios;1;m
Sarya;1;w
Stan;1;m
Sayeda;1;w
Stanislavov;1;m
Sdikah;1;w
Stavros;1;m
Seda;1;w
Stefano;1;m
Sedef;1;w
Stefanov;1;m
Sehel;1;w
Steffen;1;m
Seli;1;w
Stephan;1;m
Selima;1;w
Stephanus;1;m
Selin;1;w
Steve;1;m
Selvina;1;w
Steven;1;m
Sema;1;w
Stiven;1;m
Seoyeon;1;w
Subhar;1;m
Serafin;1;w
Success;1;m
Seraphine;1;w
Sudais;1;m
Serenay;1;w
Sufyan;1;m
Sergeevna;1;w
Suleymen;1;m
Setika;1;w
Sulimaevič;1;m
Seunmi;1;w
Sultan;1;m
Shaawa;1;w
Surya;1;m
Shaddai;1;w
Suryasreyank;1;m
Shahad;1;w
Sverre;1;m
Shahd;1;w
Sêmassa;1;m
Shaida;1;w
Taha;1;m
Shan;1;w
Tahar;1;m
Shanaya;1;w
Taim;1;m
Sharon;1;w
Taleb;1;m
Shilan;1;w
Talla;1;m
Shirin-Marie;1;w
Tamino;1;m
Shlofa;1;w
Tamme;1;m
Siara;1;w
Tarik;1;m
Sibora;1;w
Taryam;1;m
Sibylle;1;w
Tayfun;1;m
Sidra;1;w
Taylan;1;m
Sienna;1;w
Tayler;1;m
Silvia;1;w
Taylor;1;m
Simone;1;w
Temilade;1;m
Sinan;1;w
Teo;1;m
Sira;1;w
Teodor;1;m
Slava;1;w
Terje;1;m
Sofia-Jasmine;1;w
Tesshū;1;m
Sofija;1;w
Thaddeus;1;m
Sofía;1;w
Theodoros;1;m
Solin;1;w
Theophil;1;m
Sona;1;w
Thiemo;1;m
Sonea;1;w
Thies;1;m
Song-Ae;1;w
Thinley;1;m
Songül;1;w
Thorin;1;m
Sonia;1;w
Thy;1;m
Sonja;1;w
Thymian;1;m
Sophie-Marie;1;w
Tiberius;1;m
Sophie-Roos;1;w
Til;1;m
Sosna;1;w
Timofej;1;m
Souhaila;1;w
Timurhan;1;m
Soé;1;w
Timurovič;1;m
Stefanie;1;w
Tirian;1;m
Stergiani;1;w
Tito;1;m
Success;1;w
Tiwan;1;m
Sude;1;w
Tješko;1;m
Suhair;1;w
Tjorben;1;m
Suhejla;1;w
Tobi;1;m
Sultan;1;w
Tomas;1;m
Sumaq;1;w
Tomek;1;m
Sungul;1;w
Tomme;1;m
Sunshine;1;w
Tomte;1;m
Surathika;1;w
Tonio;1;m
Surovi;1;w
Toprak;1;m
Surprise;1;w
Torben;1;m
Susan;1;w
Toshoedo;1;m
Suyeong;1;w
Travis;1;m
Svea;1;w
Tugra;1;m
Sybille;1;w
Tuğra;1;m
Syhana;1;w
Ty;1;m
Sófja;1;w
U-Jin;1;m
Sümeyye;1;w
Ubay;1;m
Taarna;1;w
Ubeydullah;1;m
Tahira;1;w
Ubo;1;m
Tahmina;1;w
Ugur;1;m
Taiga;1;w
Umud;1;m
Tajna;1;w
Uthman;1;m
Tala;1;w
Utku;1;m
Taleb;1;w
Uwais;1;m
Talita;1;w
Uyioghosa;1;m
Tamanna;1;w
Vakhtangievič;1;m
Tamara;1;w
Valmir;1;m
Tamika;1;w
Vasile;1;m
Tamina;1;w
Vasilios;1;m
Tamira;1;w
Veit;1;m
Tanko;1;w
Vejdin;1;m
Tara;1;w
