vorname;anzahl;geschlecht;position
Albert;2;m;3
Frieda;2;w;3
Ali;2;m;3
Helene;2;w;3
Andreas;2;m;3
Irene;2;w;3
Christian;2;m;3
Katharina;2;w;3
Erich;2;m;3
Margot;2;w;3
Ferdinand;2;m;3
Marianne;2;w;3
Friedrich;2;m;3
Marlene;2;w;3
Heinrich;2;m;3
Mohamed;2;w;3
Joachim;2;m;3
Pauline;2;w;3
Johannes;2;m;3
qizi;2;w;3
Josef;2;m;3
Rose;2;w;3
Martin;2;m;3
Sophia;2;w;3
Maximilian;2;m;3
Noah;2;m;3
Paul;2;m;3
Peter;2;m;3
Rainer;2;m;3
Rolf;2;m;3
Ahmed;2;w;2
Alea;2;w;2
Aleksandrova;2;w;2
Annabelle;2;w;2
Anne;2;w;2
Aurelia;2;w;2
Carlotta;2;w;2
Catarina;2;w;2
Christina;2;w;2
Christine;2;w;2
Constanze;2;w;2
Cornelia;2;w;2
Daniela;2;w;2
Diana;2;w;2
Dilara;2;w;2
Elena;2;w;2
Eleni;2;w;2
Elizabeth;2;w;2
Fiona;2;w;2
Frederike;2;w;2
Frieda;2;w;2
Gabriela;2;w;2
Gabriella;2;w;2
Grace;2;w;2
Helga;2;w;2
Ingrid;2;w;2
Jane;2;w;2
Jasmin;2;w;2
Jaël;2;w;2
Abdulsalam;2;m;2
Jerlly;2;w;2
Alejandro;2;m;2
Judith;2;w;2
Alin;2;m;2
Juna;2;w;2
Alp;2;m;2
Katarina;2;w;2
Aras;2;m;2
Kaur;2;w;2
Arian;2;m;2
Kiara;2;w;2
Asaf;2;m;2
Lara;2;w;2
Bernhard;2;m;2
Laureen;2;w;2
Brian;2;m;2
Lilly;2;w;2
Bruno;2;m;2
Liyana;2;w;2
Carlos;2;m;2
Lorena;2;w;2
Christoph;2;m;2
Lou;2;w;2
Conrad;2;m;2
Lynn;2;w;2
Cornelius;2;m;2
Mae;2;w;2
Damian;2;m;2
Mariam;2;w;2
Darius;2;m;2
Marianne;2;w;2
Dominik;2;m;2
Martha;2;w;2
Elia;2;m;2
Matilda;2;w;2
Eliah;2;m;2
May;2;w;2
Elian;2;m;2
Maya;2;w;2
Emir;2;m;2
Nele;2;w;2
Erich;2;m;2
Nicole;2;w;2
Ernst;2;m;2
Nina;2;w;2
Fiete;2;m;2
Noelle;2;w;2
Filip;2;m;2
Nour;2;w;2
Finn;2;m;2
Nova;2;w;2
Francesco;2;m;2
Paula;2;w;2
Frank;2;m;2
Rebecca;2;w;2
Franziskus;2;m;2
Rita;2;w;2
Frederick;2;m;2
Salome;2;w;2
Friedemann;2;m;2
Susanna;2;w;2
Fritz;2;m;2
Sylvia;2;w;2
Gregor;2;m;2
Therese;2;w;2
Heinz;2;m;2
Valerie;2;w;2
Hugo;2;m;2
Vida;2;w;2
Ilay;2;m;2
Zhang;2;w;2
James;2;m;2
Jannis;2;m;2
Jayden;2;m;2
Jean;2;m;2
Johan;2;m;2
Kai;2;m;2
Kasimir;2;m;2
Kerim;2;m;2
Kian;2;m;2
Klemens;2;m;2
Kurt;2;m;2
Leonhard;2;m;2
Lias;2;m;2
Linus;2;m;2
Lucas;2;m;2
Léon;2;m;2
Malte;2;m;2
Manfred;2;m;2
Marcel;2;m;2
Marco;2;m;2
Marian;2;m;2
Mathias;2;m;2
Mattis;2;m;2
Miguel;2;m;2
Muhammed;2;m;2
Navid;2;m;2
Niklas;2;m;2
Ole;2;m;2
Oscar;2;m;2
Patrick;2;m;2
Phillip;2;m;2
Prince;2;m;2
Rene;2;m;2
René;2;m;2
Rolf;2;m;2
Salim;2;m;2
Stefan;2;m;2
Tarek;2;m;2
Theodor;2;m;2
Tim;2;m;2
Titus;2;m;2
Torben;2;m;2
Volker;2;m;2
Willem;2;m;2
Wolfgang;2;m;2
Yasin;2;m;2
Youssef;2;m;2
Étienne;2;m;2
Ada;2;w;1
Alara;2;w;1
Alea;2;w;1
Aleen;2;w;1
Alisa;2;w;1
Alisha;2;w;1
Alya;2;w;1
Amani;2;w;1
Amila;2;w;1
Amine;2;w;1
Amy;2;w;1
Anastasia;2;w;1
Anisa;2;w;1
Anne;2;w;1
Annelie;2;w;1
Arin;2;w;1
Arwa;2;w;1
Aurora;2;w;1
Aya;2;w;1
Ayla;2;w;1
Aylin;2;w;1
Carolina;2;w;1
Caroline;2;w;1
Charlotta;2;w;1
Claire;2;w;1
Cleo;2;w;1
Dania;2;w;1
Daria;2;w;1
Defne;2;w;1
Delia;2;w;1
Eleni;2;w;1
Elenor;2;w;1
Eleonore;2;w;1
Elsa;2;w;1
Emilia-Sophie;2;w;1
Abdo;2;m;1
Emina;2;w;1
Abdurrahman;2;m;1
Enisa;2;w;1
Ahmed;2;m;1
Enna;2;w;1
Albert;2;m;1
Enya;2;w;1
Alejandro;2;m;1
Esila;2;w;1
Alessandro;2;m;1
Esma;2;w;1
Alex;2;m;1
Esra;2;w;1
Alexandros;2;m;1
Evin;2;w;1
Alvin;2;m;1
Fatimah;2;w;1
Amos;2;m;1
Franka;2;w;1
Andrej;2;m;1
Giulia;2;w;1
Anes;2;m;1
Gloria;2;w;1
Antonio;2;m;1
Grace;2;w;1
Arda;2;m;1
Henrike;2;w;1
Ariyan;2;m;1
Hira;2;w;1
Arnold;2;m;1
Ilayda;2;w;1
Artemij;2;m;1
Ina;2;w;1
Artjom;2;m;1
Ines;2;w;1
Ayan;2;m;1
Iwinosa;2;w;1
Ayman;2;m;1
Jannat;2;w;1
Aymen;2;m;1
Janne;2;w;1
Benedict;2;m;1
Jolie;2;w;1
Benno;2;m;1
Jonna;2;w;1
Bo;2;m;1
Julina;2;w;1
Carlos;2;m;1
Kaja;2;w;1
Caspar;2;m;1
Karolin;2;w;1
Casper;2;m;1
Karolina;2;w;1
Cem;2;m;1
Khadija;2;w;1
Charlie;2;m;1
Kiara;2;w;1
Clemens;2;m;1
Lale;2;w;1
Colin;2;m;1
Lamar;2;w;1
Danyal;2;m;1
Larin;2;w;1
Dean;2;m;1
Layla;2;w;1
Dennis;2;m;1
Leana;2;w;1
Devin;2;m;1
Leandra;2;w;1
Dion;2;m;1
Lenja;2;w;1
Eddie;2;m;1
Leticia;2;w;1
Ediz;2;m;1
Lilav;2;w;1
Eduard;2;m;1
Lilian;2;w;1
Emanuel;2;m;1
Liliane;2;w;1
Emre;2;m;1
Linn;2;w;1
Eren;2;m;1
Lola;2;w;1
Erion;2;m;1
Lorin;2;w;1
F?rat;2;m;1
Lou;2;w;1
Fouad;2;m;1
Louise;2;w;1
Franz;2;m;1
Lucie;2;w;1
Giuseppe;2;m;1
Lucía;2;w;1
Hamdan;2;m;1
Lynn;2;w;1
Hassan;2;m;1
Léa;2;w;1
Hazar;2;m;1
Maila;2;w;1
Heinrich;2;m;1
Malak;2;w;1
Ilan;2;m;1
Malena;2;w;1
Ilias;2;m;1
Malin;2;w;1
Ilja;2;m;1
Mariella;2;w;1
Ilyan;2;m;1
Marta;2;w;1
Issam;2;m;1
Marwa;2;w;1
Jad;2;m;1
Mascha;2;w;1
Jamal;2;m;1
Mathea;2;w;1
Janis;2;m;1
Mavie;2;w;1
Janne;2;m;1
Milla;2;w;1
Jano;2;m;1
Naomi;2;w;1
Jarik;2;m;1
Natalia;2;w;1
Jarle;2;m;1
Natalie;2;w;1
Jivan;2;m;1
Nia;2;w;1
Joah;2;m;1
Noura;2;w;1
Josha;2;m;1
Pelin;2;w;1
Julien;2;m;1
Philine;2;w;1
Junes;2;m;1
Pina;2;w;1
Junis;2;m;1
Rahel;2;w;1
Kadir;2;m;1
Rebecca;2;w;1
Kaspar;2;m;1
Rebekka;2;w;1
Khalil;2;m;1
Reeva;2;w;1
Kinan;2;m;1
Ria;2;w;1
Konstantinos;2;m;1
Rosalin;2;w;1
Kuzey;2;m;1
Rukaya;2;w;1
Leano;2;m;1
Runa;2;w;1
Len;2;m;1
Ruth;2;w;1
Lennox;2;m;1
Safia;2;w;1
Lenny;2;m;1
Salma;2;w;1
Lewis;2;m;1
Sanja;2;w;1
Logan;2;m;1
Selma;2;w;1
Maksim;2;m;1
Shilan;2;w;1
Marco;2;m;1
Talia;2;w;1
Mario;2;m;1
Talin;2;w;1
Markus;2;m;1
Tanja;2;w;1
Massimo;2;m;1
Tasnim;2;w;1
Merlin;2;m;1
Thora;2;w;1
Mihajlo;2;m;1
Vaiana;2;w;1
Miko;2;m;1
Valentina;2;w;1
Miloš;2;m;1
Vasiliki;2;w;1
Mio;2;m;1
Viola;2;w;1
Mirac;2;m;1
Viviana;2;w;1
Miraç;2;m;1
Vivien;2;w;1
Moussa;2;m;1
Xenia;2;w;1
Nassim;2;m;1
Zahra;2;w;1
Nicholas;2;m;1
Zainab;2;w;1
Nicolas;2;m;1
Zohra;2;w;1
Nikolas;2;m;1
Zora;2;w;1
Noa;2;m;1
Noël;2;m;1
Pablo;2;m;1
Raman;2;m;1
Recep;2;m;1
Ricardo;2;m;1
Riccardo;2;m;1
Roland;2;m;1
Ruben;2;m;1
Rudi;2;m;1
Said;2;m;1
Salvatore;2;m;1
Selim;2;m;1
Severin;2;m;1
Seyfullah;2;m;1
Soufian;2;m;1
Suleyman;2;m;1
Taha;2;m;1
Tahir;2;m;1
Talha;2;m;1
Tamim;2;m;1
Tarik;2;m;1
Tayler;2;m;1
Thor;2;m;1
Tilo;2;m;1
Vasilije;2;m;1
Viktor;2;m;1
Vladimir;2;m;1
Vladislav;2;m;1
Walid;2;m;1
Wanja;2;m;1
Yaman;2;m;1
Yanis;2;m;1
Yannick;2;m;1
Yunus;2;m;1
Monika;1;w;6
Christel;1;w;5
Omar;1;w;5
Adilio;1;m;4
Ahmed;1;m;4
Carl;1;m;4
Carlotta;1;w;4
Christoph;1;m;4
Jana;1;w;4
Heinz;1;m;4
Kaur;1;w;4
Karlheinz;1;m;4
Mei;1;w;4
Kaspar;1;m;4
Mohammad;1;w;4
Klaus;1;m;4
Nadine;1;w;4
Leonhard;1;m;4
Olympia;1;w;4
Loukianos;1;m;4
Saeed;1;w;4
Manuel;1;m;4
Prinz;1;m;4
Rudolf;1;m;4
Teoh;1;m;4
Youssef;1;m;4
Abigael;1;w;3
Adriana;1;w;3
Alexandra;1;w;3
Amalia;1;w;3
Amalie;1;w;3
Amelie;1;w;3
Abdellatef;1;m;3
Amy;1;w;3
Adreus;1;m;3
Anaïs;1;w;3
Aeneas;1;m;3
Angelina;1;w;3
Ahmad;1;m;3
Anna;1;w;3
Ahmet;1;m;3
Annelie;1;w;3
Alfons;1;m;3
Aurelie;1;w;3
Andrei;1;m;3
Beatrice;1;w;3
Anton;1;m;3
Beatrix;1;w;3
Antonio;1;m;3
Benjamina;1;w;3
Armin;1;m;3
Bianca;1;w;3
Aurelio;1;m;3
Boampong;1;w;3
Baiao;1;m;3
Brigitte;1;w;3
Brioni;1;m;3
Cara;1;w;3
Carl;1;m;3
Christine;1;w;3
Cem;1;m;3
Claudia;1;w;3
Chibueze;1;m;3
Cristina;1;w;3
Claus;1;m;3
Dorothea;1;w;3
Constantin;1;m;3
Eleanor;1;w;3
Dante;1;m;3
Elena;1;w;3
Dennis;1;m;3
Eleonora;1;w;3
Detlef;1;m;3
Ellen;1;w;3
Egon;1;m;3
Elora;1;w;3
Elian;1;m;3
Erika;1;w;3
Emanuel;1;m;3
Ernestine;1;w;3
Emil;1;m;3
Eugénie;1;w;3
Engelbert;1;m;3
Eva;1;w;3
Eugen;1;m;3
Farah;1;w;3
Francis;1;m;3
Gabriele;1;w;3
Franck;1;m;3
Gerda;1;w;3
Frank;1;m;3
gizi;1;w;3
Franz;1;m;3
Gudrun;1;w;3
Friedhelm;1;m;3
Hedwig;1;w;3
Fritz;1;m;3
Hemley;1;w;3
Gabriel;1;m;3
Henrike;1;w;3
Georg;1;m;3
Hildegard;1;w;3
Gerd;1;m;3
Hope;1;w;3
Gerhard;1;m;3
Ilaria;1;w;3
Gregorij;1;m;3
Johanna;1;w;3
Hamad;1;m;3
Jolie;1;w;3
Hardy;1;m;3
Josephine;1;w;3
Heimo;1;m;3
Jördis;1;w;3
Heinz;1;m;3
Karolin;1;w;3
Hermann;1;m;3
Kebetat;1;w;3
Hinrich;1;m;3
Khayalami;1;w;3
Hubert;1;m;3
Khayelihle;1;w;3
Hubertus;1;m;3
Kodah;1;w;3
Hugo;1;m;3
Laura;1;w;3
Ian;1;m;3
Laurance;1;w;3
Jabbar;1;m;3
Lene;1;w;3
Jakob;1;m;3
Leopoldine;1;w;3
Jochen;1;m;3
Liane;1;w;3
Joel;1;m;3
Liara;1;w;3
Kassem;1;m;3
Lina;1;w;3
Khelef;1;m;3
Long;1;w;3
Kilian;1;m;3
Louise;1;w;3
King;1;m;3
Luisa;1;w;3
Klaus;1;m;3
Mareike;1;w;3
Kondwani;1;m;3
