vorname;anzahl;geschlecht;position
Isabel;5;w;2
Louisa;5;w;2
Luisa;5;w;2
Marianne;5;w;2
Martha;5;w;2
Mia;5;w;2
Pauline;5;w;2
Sarah;5;w;2
Adam;5;m;2
Andreas;5;m;2
Benedikt;5;m;2
Benjamin;5;m;2
Franz;5;m;2
Hans;5;m;2
Justus;5;m;2
Leopold;5;m;2
Ludwig;5;m;2
Raphael;5;m;2
Robert;5;m;2
Sebastian;5;m;2
Simon;5;m;2
Vincent;5;m;2
William;5;m;2
Alexander;5;m;3
Peter;5;m;3
Ahsen;4;w;1
Alice;4;w;1
Amara;4;w;1
Annika;4;w;1
Celine;4;w;1
Ecrin;4;w;1
Eda;4;w;1
Edda;4;w;1
Emmi;4;w;1
Felina;4;w;1
Greta;4;w;1
Hana;4;w;1
Isabel;4;w;1
Isabell;4;w;1
Jara;4;w;1
Lani;4;w;1
Lien;4;w;1
Lilith;4;w;1
Lucy;4;w;1
Lynn;4;w;1
Maila;4;w;1
Malu;4;w;1
Marta;4;w;1
Melek;4;w;1
Meryem;4;w;1
Milana;4;w;1
Nisa;4;w;1
Noemi;4;w;1
Sina;4;w;1
Tamina;4;w;1
Zoé;4;w;1
Amin;4;m;1
Arian;4;m;1
Aryan;4;m;1
Ayoub;4;m;1
Can;4;m;1
Caspar;4;m;1
Charlie;4;m;1
Christian;4;m;1
Clemens;4;m;1
Dominik;4;m;1
Elia;4;m;1
Ferdinand;4;m;1
Ibrahim;4;m;1
Junes;4;m;1
Konstantin;4;m;1
Lenn;4;m;1
Lennox;4;m;1
Michel;4;m;1
Mikail;4;m;1
Pepe;4;m;1
Peter;4;m;1
Philip;4;m;1
Rafael;4;m;1
Ruben;4;m;1
Sami;4;m;1
Tristan;4;m;1
Yassin;4;m;1
Youssef;4;m;1
Yunus;4;m;1
Alexandra;4;w;2
Andrea;4;w;2
Angelika;4;w;2
Anne;4;w;2
Antonia;4;w;2
Aurelia;4;w;2
Eleonora;4;w;2
Eva;4;w;2
Jolie;4;w;2
Kaur;4;w;2
Laura;4;w;2
Lynn;4;w;2
Malin;4;w;2
Malou;4;w;2
Marlen;4;w;2
Paulina;4;w;2
Constantin;4;m;2
Emanuel;4;m;2
Frederik;4;m;2
Fritz;4;m;2
Henry;4;m;2
Levi;4;m;2
Malik;4;m;2
Muhammed;4;m;2
Noel;4;m;2
Oliver;4;m;2
Oskar;4;m;2
Walter;4;m;2
Matthias;4;m;3
Marie;4;w;4
Ada;3;w;1
Alba;3;w;1
Alexandra;3;w;1
Amanda;3;w;1
Amaya;3;w;1
Amélie;3;w;1
Annabelle;3;w;1
Annemarie;3;w;1
Carolin;3;w;1
Caroline;3;w;1
Cecilia;3;w;1
Claire;3;w;1
Clea;3;w;1
Cleo;3;w;1
Cosima;3;w;1
Daliya;3;w;1
Delia;3;w;1
Dua;3;w;1
Elea;3;w;1
Eliz;3;w;1
Ellen;3;w;1
Elli;3;w;1
Ellie;3;w;1
Elly;3;w;1
Emilie;3;w;1
Enisa;3;w;1
Enola;3;w;1
Farida;3;w;1
Fatima;3;w;1
Felicitas;3;w;1
Fenja;3;w;1
Franziska;3;w;1
Giulia;3;w;1
Hafsa;3;w;1
Helene;3;w;1
Ina;3;w;1
Janna;3;w;1
Jule;3;w;1
Karina;3;w;1
Kayra;3;w;1
Laila;3;w;1
Larissa;3;w;1
Layan;3;w;1
Layla;3;w;1
Leah;3;w;1
Liah;3;w;1
Liara;3;w;1
Linn;3;w;1
Linnea;3;w;1
Liv;3;w;1
Livia;3;w;1
Madina;3;w;1
Magdalena;3;w;1
Malin;3;w;1
Mariella;3;w;1
Marlen;3;w;1
Marlena;3;w;1
Marwa;3;w;1
Maryam;3;w;1
Milla;3;w;1
Mirna;3;w;1
Nala;3;w;1
Naomi;3;w;1
Nela;3;w;1
Nelly;3;w;1
Nia;3;w;1
Nola;3;w;1
Rose;3;w;1
Ruth;3;w;1
Sena;3;w;1
Smilla;3;w;1
Svea;3;w;1
Tabea;3;w;1
Una;3;w;1
Valeria;3;w;1
Wilma;3;w;1
Zeynep;3;w;1
Zoey;3;w;1
Abdullah;3;m;1
Alan;3;m;1
Alex;3;m;1
Amar;3;m;1
Ammar;3;m;1
Anas;3;m;1
Antoni;3;m;1
Ari;3;m;1
Armin;3;m;1
Arnold;3;m;1
Aron;3;m;1
Arthur;3;m;1
Aurel;3;m;1
Ayaz;3;m;1
Ayman;3;m;1
Bennet;3;m;1
Bjarne;3;m;1
Conner;3;m;1
Dean;3;m;1
Diego;3;m;1
Dimitrios;3;m;1
Eden;3;m;1
Efe;3;m;1
Elijah;3;m;1
Emin;3;m;1
Fatih;3;m;1
Florian;3;m;1
Franz;3;m;1
Gustav;3;m;1
Hans;3;m;1
Haroun;3;m;1
Hugo;3;m;1
Hussein;3;m;1
Ilay;3;m;1
Issa;3;m;1
Jari;3;m;1
Jayden;3;m;1
Jibril;3;m;1
Joel;3;m;1
Johan;3;m;1
Joseph;3;m;1
Joud;3;m;1
Laurenz;3;m;1
Leano;3;m;1
Lion;3;m;1
Loran;3;m;1
Lorik;3;m;1
Malek;3;m;1
Manan;3;m;1
Manuel;3;m;1
Matin;3;m;1
Mattes;3;m;1
Matthias;3;m;1
Mikael;3;m;1
Miron;3;m;1
Mohamad;3;m;1
Musa;3;m;1
Nathanael;3;m;1
Nelio;3;m;1
Neo;3;m;1
Nikita;3;m;1
Niko;3;m;1
Nino;3;m;1
Omar;3;m;1
Omid;3;m;1
Pablo;3;m;1
Phil;3;m;1
Rio;3;m;1
Roman;3;m;1
Samu;3;m;1
Selim;3;m;1
Silas;3;m;1
Sinan;3;m;1
Sulaiman;3;m;1
Taim;3;m;1
Taro;3;m;1
Thees;3;m;1
Titus;3;m;1
Tymon;3;m;1
William;3;m;1
Yannick;3;m;1
Yasin;3;m;1
Zeyd;3;m;1
Amalia;3;w;2
Christin;3;w;2
Christina;3;w;2
Christine;3;w;2
Dorothea;3;w;2
Emilie;3;w;2
Felicitas;3;w;2
Hanna;3;w;2
Helga;3;w;2
Ida;3;w;2
Isabella;3;w;2
Isabelle;3;w;2
Julia;3;w;2
Kim;3;w;2
Lea;3;w;2
Leonora;3;w;2
Lia;3;w;2
Lilly;3;w;2
Lina;3;w;2
Linnea;3;w;2
Lisa;3;w;2
Liv;3;w;2
Madeleine;3;w;2
Mara;3;w;2
Margarete;3;w;2
Marina;3;w;2
Matilda;3;w;2
Maya;3;w;2
Melina;3;w;2
Mina;3;w;2
Philippa;3;w;2
Rose;3;w;2
Theresa;3;w;2
Theresia;3;w;2
Tilda;3;w;2
Vera;3;w;2
Viktoria;3;w;2
Alfons;3;m;2
Alfred;3;m;2
Dylan;3;m;2
Eliah;3;m;2
Elian;3;m;2
Emir;3;m;2
Gustav;3;m;2
Isa;3;m;2
James;3;m;2
Janosch;3;m;2
Jasper;3;m;2
Joachim;3;m;2
Jona;3;m;2
Jonah;3;m;2
Jonas;3;m;2
Jonte;3;m;2
Joshua;3;m;2
Kilian;3;m;2
Leander;3;m;2
Lino;3;m;2
Lothar;3;m;2
Magnus;3;m;2
Manuel;3;m;2
Matti;3;m;2
Milan;3;m;2
Mohammad;3;m;2
Mohammed;3;m;2
Nicolas;3;m;2
Tobias;3;m;2
Toni;3;m;2
Ulrich;3;m;2
Werner;3;m;2
Christopher;3;m;3
Ferdinand;3;m;3
Johann;3;m;3
Karl;3;m;3
Aaliyah;2;w;1
Adelina;2;w;1
Aisha;2;w;1
Ajla;2;w;1
Alana;2;w;1
Alena;2;w;1
Alisia;2;w;1
Aliya;2;w;1
Aliyah;2;w;1
Amal;2;w;1
Amy;2;w;1
Ana-Maria;2;w;1
Andrea;2;w;1
Anisa;2;w;1
Anita;2;w;1
Anja;2;w;1
Annabell;2;w;1
Annalena;2;w;1
Anne;2;w;1
Annelie;2;w;1
Anni;2;w;1
Apolonia;2;w;1
Aria;2;w;1
Arjona;2;w;1
Arya;2;w;1
Asmin;2;w;1
Athina;2;w;1
Aurora;2;w;1
Aylin;2;w;1
Beatrice;2;w;1
Bella;2;w;1
Boglárka;2;w;1
Bora;2;w;1
Celina;2;w;1
Charlie;2;w;1
Dana;2;w;1
Dania;2;w;1
Daria;2;w;1
Darina;2;w;1
Darya;2;w;1
Davina;2;w;1
Defne;2;w;1
Dilara;2;w;1
Dina;2;w;1
Elaia;2;w;1
Elaine;2;w;1
Emelie;2;w;1
Emely;2;w;1
Emina;2;w;1
Emmy;2;w;1
Enna;2;w;1
Erva;2;w;1
Eve;2;w;1
Eylül;2;w;1
Fatma;2;w;1
Fatoumata;2;w;1
Filipa;2;w;1
Fine;2;w;1
Florentine;2;w;1
Freya;2;w;1
Gabriela;2;w;1
Grace;2;w;1
Hazal;2;w;1
Hedi;2;w;1
Henriette;2;w;1
Hermine;2;w;1
Ikra;2;w;1
Insa;2;w;1
Irina;2;w;1
Isra;2;w;1
Iva;2;w;1
Jannika;2;w;1
Jasmina;2;w;1
Jennifer;2;w;1
Jonna;2;w;1
Josefina;2;w;1
Jovana;2;w;1
Juliana;2;w;1
Juliane;2;w;1
Kaia;2;w;1
Kaisa;2;w;1
Kalea;2;w;1
Kauthar;2;w;1
Lavin;2;w;1
Leandra;2;w;1
Leen;2;w;1
Leevke;2;w;1
Leia;2;w;1
Lenja;2;w;1
Leona;2;w;1
Leya;2;w;1
Lieselotte;2;w;1
Lilian;2;w;1
Lillien;2;w;1
Lilo;2;w;1
Lily;2;w;1
Loreen;2;w;1
Lorin;2;w;1
Lucie;2;w;1
Malak;2;w;1
Malena;2;w;1
Malika;2;w;1
Marina;2;w;1
Marisa;2;w;1
Marlies;2;w;1
Mattea;2;w;1
Mavie;2;w;1
Mayla;2;w;1
Mela;2;w;1
Melis;2;w;1
Milou;2;w;1
Minou;2;w;1
Miral;2;w;1
Miriam;2;w;1
Naemi;2;w;1
Naila;2;w;1
Neela;2;w;1
Neele;2;w;1
Neva;2;w;1
Nina;2;w;1
Nour;2;w;1
Noura;2;w;1
Pari;2;w;1
Patricia;2;w;1
Rabia;2;w;1
Rim;2;w;1
Rima;2;w;1
Ritaj;2;w;1
Rital;2;w;1
Romi;2;w;1
Runa;2;w;1
Salome;2;w;1
Sanna;2;w;1
Selma;2;w;1
Shirin;2;w;1
Sidra;2;w;1
Sofie;2;w;1
Stella;2;w;1
Talia;2;w;1
Talya;2;w;1
Tarja;2;w;1
Tessa;2;w;1
Theodora;2;w;1
Tiana;2;w;1
Vasiliki;2;w;1
Vera;2;w;1
Viviana;2;w;1
Wenke;2;w;1
Yara;2;w;1
Yaren;2;w;1
Yasmin;2;w;1
Yasmine;2;w;1
Ylvie;2;w;1
Yusra;2;w;1
Zuri;2;w;1
Abd;2;m;1
Adnan;2;m;1
Aeneas;2;m;1
Ahmad;2;m;1
Aiden;2;m;1
Akif;2;m;1
Albert;2;m;1
Alessio;2;m;1
Alexios;2;m;1
Alvin;2;m;1
Amon;2;m;1
Anil;2;m;1
Ansgar;2;m;1
Anthony;2;m;1
Aram;2;m;1
Aria;2;m;1
Atta;2;m;1
Barne;2;m;1
Benaja;2;m;1
Berkin;2;m;1
Björn;2;m;1
Bo;2;m;1
Brian;2;m;1
Bryan;2;m;1
Cem;2;m;1
Conrad;2;m;1
Damian;2;m;1
Dario;2;m;1
Daris;2;m;1
Daymon;2;m;1
Deniz;2;m;1
Diyan;2;m;1
Dominic;2;m;1
Edis;2;m;1
Eliah;2;m;1
Elio;2;m;1
Elvin;2;m;1
Eren;2;m;1
Eric;2;m;1
Eymen;2;m;1
Fateh;2;m;1
Federico;2;m;1
Fionn;2;m;1
Floris;2;m;1
Frederick;2;m;1
Hamid;2;m;1
Hamit;2;m;1
Hanno;2;m;1
Hasan;2;m;1
Ian;2;m;1
Ilian;2;m;1
Ilja;2;m;1
Ilyan;2;m;1
Ismail;2;m;1
Issam;2;m;1
Iyass;2;m;1
İsa;2;m;1
Jakub;2;m;1
Janno;2;m;1
Jerome;2;m;1
Joas;2;m;1
Junis;2;m;1
Juri;2;m;1
Karam;2;m;1
Karim;2;m;1
Keno;2;m;1
Koray;2;m;1
Kuba;2;m;1
Kuzey;2;m;1
Lean;2;m;1
Leandro;2;m;1
Leonardo;2;m;1
Leonidas;2;m;1
Lewi;2;m;1
Liano;2;m;1
Lino;2;m;1
Lionel;2;m;1
Livan;2;m;1
Liyan;2;m;1
Lucian;2;m;1
Luciano;2;m;1
Lucio;2;m;1
Magnus;2;m;1
Maher;2;m;1
Maik;2;m;1
Malio;2;m;1
Mamadou;2;m;1
Marcel;2;m;1
Mathis;2;m;1
Mattheo;2;m;1
Matts;2;m;1
Mehdi;2;m;1
Melih;2;m;1
Mert;2;m;1
Mick;2;m;1
Miko;2;m;1
Moses;2;m;1
Moussa;2;m;1
Mujtaba;2;m;1
Mustafa;2;m;1
Nathaniel;2;m;1
Niclas;2;m;1
Nihad;2;m;1
Nikolas;2;m;1
Noar;2;m;1
Nouh;2;m;1
Oliwier;2;m;1
Owen;2;m;1
Poyraz;2;m;1
Ragnar;2;m;1
Rasmus;2;m;1
Raul;2;m;1
Rian;2;m;1
Romeo;2;m;1
Ronny;2;m;1
Roy;2;m;1
Rufus;2;m;1
Ryan;2;m;1
Seyit;2;m;1
Seyyid;2;m;1
Tamo;2;m;1
Tiago;2;m;1
Tilo;2;m;1
Timur;2;m;1
Tobias;2;m;1
Tony;2;m;1
Tyler;2;m;1
Umut;2;m;1
Vadim;2;m;1
Veit;2;m;1
Victor;2;m;1
Walid;2;m;1
Yafet;2;m;1
Yanis;2;m;1
Yannis;2;m;1
Younes;2;m;1
Yuel;2;m;1
Yunes;2;m;1
Yunis;2;m;1
Yusef;2;m;1
Zain;2;m;1
Adele;2;w;2
Agnes;2;w;2
Alice;2;w;2
Amalie;2;w;2
Angela;2;w;2
Aurora;2;w;2
Ava;2;w;2
Birgit;2;w;2
Camilla;2;w;2
Carolina;2;w;2
Caroline;2;w;2
Charlotta;2;w;2
Claire;2;w;2
Cleo;2;w;2
Dua;2;w;2
Edith;2;w;2
Ela;2;w;2
Elea;2;w;2
Elfriede;2;w;2
Ellen;2;w;2
Eloise;2;w;2
Emelie;2;w;2
Emily;2;w;2
Emmi;2;w;2
Erna;2;w;2
Estelle;2;w;2
Feline;2;w;2
Frida;2;w;2
Gabriela;2;w;2
Gabriele;2;w;2
Grace;2;w;2
Gül;2;w;2
Hannah;2;w;2
Harper;2;w;2
Ingrid;2;w;2
Isabell;2;w;2
Jana;2;w;2
Josefin;2;w;2
Josepha;2;w;2
Juliane;2;w;2
June;2;w;2
Kalea;2;w;2
Lauren;2;w;2
Leonie;2;w;2
Letizia;2;w;2
Lilith;2;w;2
Linda;2;w;2
Lucía;2;w;2
Luna;2;w;2
Madita;2;w;2
Mai;2;w;2
Maja;2;w;2
Malu;2;w;2
Mariella;2;w;2
Merle;2;w;2
Mila;2;w;2
Mira;2;w;2
Nike;2;w;2
Nour;2;w;2
Olivia;2;w;2
Ophelia;2;w;2
Penelope;2;w;2
Philine;2;w;2
Rosa;2;w;2
Ruth;2;w;2
Sabine;2;w;2
Sandra;2;w;2
Sanna;2;w;2
Sena;2;w;2
Sheetal;2;w;2
Su;2;w;2
Susanne;2;w;2
Ulrike;2;w;2
Valeria;2;w;2
Valerie;2;w;2
Adrian;2;m;2
Aleksandar;2;m;2
Alessandro;2;m;2
Amadeus;2;m;2
Amaru;2;m;2
Amin;2;m;2
Angelo;2;m;2
Arthur;2;m;2
Asaf;2;m;2
August;2;m;2
Aurelius;2;m;2
Bernd;2;m;2
Carlos;2;m;2
Charly;2;m;2
Christopher;2;m;2
Clemens;2;m;2
Conner;2;m;2
Deniz;2;m;2
Dieter;2;m;2
Dominik;2;m;2
Edin;2;m;2
Efe;2;m;2
Elija;2;m;2
Enno;2;m;2
Ernesto;2;m;2
Ezra;2;m;2
Fabian;2;m;2
Fiete;2;m;2
Finn;2;m;2
Florian;2;m;2
Haydar;2;m;2
Heinz;2;m;2
Herbert;2;m;2
Hermann;2;m;2
Horst;2;m;2
Ilyas;2;m;2
Immanuel;2;m;2
Jannis;2;m;2
Jesse;2;m;2
Johan;2;m;2
Joseph;2;m;2
Kaan;2;m;2
Kasper;2;m;2
Kemal;2;m;2
Klaus;2;m;2
Konrad;2;m;2
Korbinian;2;m;2
Kurt;2;m;2
Kwaku;2;m;2
Lars;2;m;2
Lasse;2;m;2
Leandro;2;m;2
Leonardo;2;m;2
Leonhard;2;m;2
Levin;2;m;2
Lewis;2;m;2
Lio;2;m;2
Lorenz;2;m;2
Luc;2;m;2
Luis;2;m;2
Lukas;2;m;2
Marco;2;m;2
Maria;2;m;2
Mario;2;m;2
Markus;2;m;2
Marvin;2;m;2
Mateo;2;m;2
Matheo;2;m;2
Mats;2;m;2
Maxim;2;m;2
Maël;2;m;2
Mehmet;2;m;2
Miguel;2;m;2
Mikail;2;m;2
Milo;2;m;2
Mouhamed;2;m;2
Mustafa;2;m;2
Nathanael;2;m;2
Nathaniel;2;m;2
Niklas;2;m;2
Nikolai;2;m;2
Nikolas;2;m;2
Nuh;2;m;2
Odin;2;m;2
Ole;2;m;2
Oscar;2;m;2
Philian;2;m;2
Raphaël;2;m;2
Samson;2;m;2
Siegfried;2;m;2
Stefan;2;m;2
Taha;2;m;2
Titus;2;m;2
Tom;2;m;2
Tristan;2;m;2
Viktor;2;m;2
Wilfried;2;m;2
Yusuf;2;m;2
Zacharias;2;m;2
Emilia;2;w;3
Helene;2;w;3
Johanna;2;w;3
Luise;2;w;3
Marie;2;w;3
Mathilde;2;w;3
Tatjana;2;w;3
Victoria;2;w;3
Anton;2;m;3
Emil;2;m;3
Ernst;2;m;3
Heinrich;2;m;3
Henry;2;m;3
Johannes;2;m;3
Julian;2;m;3
Leo;2;m;3
Manfred;2;m;3
Maria;2;m;3
Rudolf;2;m;3
Theodor;2;m;3
Werner;2;m;3
Willi;2;m;3
Aaliyaah;1;w;1
Aaliyah-Lamis;1;w;1
Aamira;1;w;1
Aayushi;1;w;1
Acelya-Laylina;1;w;1
Ada-Liya;1;w;1
Adama;1;w;1
Adea;1;w;1
Adediwura;1;w;1
Adele-Luisa;1;w;1
Adisa;1;w;1
Aditi;1;w;1
Adriana;1;w;1
Afef;1;w;1
Agnes;1;w;1
Aicha;1;w;1
Aila;1;w;1
Ailin;1;w;1
Aitana;1;w;1
Alaa;1;w;1
Alanur;1;w;1
Alberta;1;w;1
Aleksandra;1;w;1
Alessia;1;w;1
Alexis;1;w;1
Aleyna;1;w;1
Alin;1;w;1
Alina-Maria;1;w;1
Aline;1;w;1
Alisa;1;w;1
Alissia;1;w;1
Alisson;1;w;1
Alitia;1;w;1
Aliza;1;w;1
Ally;1;w;1
Alruna;1;w;1
Amadea;1;w;1
Amaia;1;w;1
Amaja;1;w;1
Amaliya;1;w;1
Amelina;1;w;1
Amila;1;w;1
Aminata;1;w;1
Amine;1;w;1
Amna;1;w;1
Amra;1;w;1
Amrai;1;w;1
Amélia;1;w;1
Anabel;1;w;1
