vorname;anzahl;geschlecht
Fleur;1;w
Güney;1;m
Florence;1;w
Habib;1;m
Flori;1;w
Haddi;1;m
Folountcho;1;w
Hae-Yang;1;m
Fotini;1;w
Hafid;1;m
Françoise;1;w
Halid;1;m
Freyja;1;w
Halil;1;m
Friderike;1;w
Halit;1;m
Gabriella;1;w
Hamdosch;1;m
Gamze;1;w
Hamid;1;m
Genesis;1;w
Hanan;1;m
Georgette;1;w
Hani;1;m
Georgie-Bella;1;w
Hans-Josef;1;m
Gerda;1;w
Hans-Oscar;1;m
Gesa;1;w
Harald;1;m
Ghaida;1;w
Hardy;1;m
Ghalia;1;w
Hasar;1;m
Ghazaleh;1;w
Heinz-Ludwig;1;m
Gina-Marie;1;w
Hennes;1;m
Gisela;1;w
Hennig;1;m
Giuliana;1;w
Henning;1;m
Giuma;1;w
Henrich;1;m
Gjyljeta;1;w
Henrick;1;m
Gouly;1;w
Henrie;1;m
Grazia;1;w
Henrique;1;m
Grete;1;w
Herilahatra;1;m
Gretel;1;w
Hery;1;m
Guiliana;1;w
Hilarius;1;m
Gözde;1;w
Hilko;1;m
Gözdem;1;w
Hischam;1;m
Gülten;1;w
Hisham;1;m
Habiba;1;w
Hjalte;1;m
Hacer;1;w
Hoang;1;m
Hafsa;1;w
Hogar;1;m
Hala;1;w
Holger;1;m
Haley;1;w
Hubert;1;m
Halima;1;w
Huu;1;m
Hana;1;w
Håkonshellen;1;m
Haniya;1;w
Iason;1;m
Hannah-Loreana;1;w
İbrahim;1;m
Hanne;1;w
İbrahim-Nihad;1;m
Hassan;1;w
Igino;1;m
Havanna;1;w
Ihno;1;m
Havva;1;w
Ihsan;1;m
Hayat;1;w
Ikbal;1;m
Hazal;1;w
Ilade;1;m
Hazel;1;w
Ilai;1;m
Hazuki;1;w
İlhan;1;m
Heidi;1;w
Ilia;1;m
Helai;1;w
Ilirjan;1;m
Helana;1;w
İlkem;1;m
Helin;1;w
İlyas;1;m
Hend;1;w
Imam;1;m
Heng;1;w
Immanuel;1;m
Hero;1;w
Intas;1;m
Hevin;1;w
Ion;1;m
Hewina;1;w
Isa;1;m
Heysenam;1;w
Ishaaq;1;m
Hiba;1;w
Ishaq;1;m
Hila;1;w
Ishin;1;m
Hilda;1;w
Isidoro;1;m
Hira;1;w
Islam;1;m
Hiranur;1;w
Ismael;1;m
Hodijah;1;w
İsmail;1;m
Holle;1;w
Issa;1;m
Hosnya;1;w
Issam;1;m
Hossna;1;w
Ivan-Drago;1;m
Houeffa;1;w
Ivano;1;m
Hyeona;1;w
Ivanov;1;m
Ibrahim;1;w
Iw;1;m
Ibtissam;1;w
Jahron;1;m
İclal;1;w
Jaiden;1;m
Ida-Sophie;1;w
Jairo;1;m
Ifeoluwa;1;w
Jamayn-Abdulbaki;1;m
Iklima;1;w
Jan-Lucas;1;m
İkra;1;w
Jan-Phillip;1;m
Ileana;1;w
Janek-Alexander;1;m
Ilef;1;w
Jani;1;m
Ilham;1;w
Jano;1;m
Iliana;1;w
Jante;1;m
Iman;1;w
Janto;1;m
Imani;1;w
Janus;1;m
Indira;1;w
Jarne;1;m
Ines;1;w
Jarno;1;m
Inga;1;w
Jasim;1;m
Inge;1;w
Jasin;1;m
Ingeborg;1;w
Jason-Detlef;1;m
Insa;1;w
Jawad;1;m
İpek;1;w
Jayce;1;m
Irene;1;w
Jaycob;1;m
Irma;1;w
Jayden-Giovanni;1;m
Irmina;1;w
Jayson;1;m
Isa;1;w
Jayvon;1;m
Isabela;1;w
Jean-Baptiste;1;m
Isimangaliso;1;w
Jeanpaul;1;m
Israa;1;w
Jermaine;1;m
Itaara;1;w
Jeromee;1;m
Itona;1;w
Jeshua;1;m
Ivalou;1;w
Jesper;1;m
Ivory;1;w
Jesse;1;m
Ivy;1;w
Jetmir;1;m
Izabel;1;w
Jhon;1;m
Jada;1;w
Jia-Hang;1;m
Jaden;1;w
Jian;1;m
Jalal;1;w
Jim;1;m
Jale;1;w
Jimmy;1;m
Jamie-Ann;1;w
Jimnah;1;m
Jamina;1;w
Jin;1;m
Jamira;1;w
Jishab;1;m
Jane;1;w
Jiyan;1;m
Janet;1;w
Jo;1;m
Janita;1;w
Joah;1;m
Janna;1;w
Joan;1;m
Jannat;1;w
Joaquim;1;m
Jantje;1;w
Joas;1;m
Jaqueline;1;w
Joe;1;m
Jasmina;1;w
Joel-Davis;1;m
Jasmine;1;w
Joey;1;m
Jawaher;1;w
John-Marlon;1;m
Jaweria;1;w
Jonny;1;m
Jayli;1;w
Joshua-Ben;1;m
Jaylin;1;w
Josia;1;m
Jeanne;1;w
Josmar;1;m
Jeannine;1;w
Jost;1;m
Jemina;1;w
José;1;m
Jenise;1;w
Jud;1;m
Jenna;1;w
Juhani;1;m
Jenny;1;w
Julius-Emanuel;1;m
Jenny-Lei;1;w
Junaid;1;m
Jennyfer;1;w
Junes;1;m
Jeraldine;1;w
Junis;1;m
Jessica;1;w
Jusef;1;m
Jessica-Fabiene;1;w
Ján;1;m
Jewa-Josefine;1;w
János;1;m
Jillian;1;w
Jérémie;1;m
Jillianne;1;w
Kadir;1;m
Joanna;1;w
Kai;1;m
Joelina;1;w
Kaleb;1;m
Joey;1;w
Kalil;1;m
Jolanda;1;w
Kalle;1;m
Josefina;1;w
Kanbar;1;m
Josi;1;w
Kang-Liang;1;m
Josia;1;w
Karar;1;m
Joud;1;w
Kaspar;1;m
Joyce;1;w
Kawa;1;m
Juana;1;w
Kay;1;m
Juel;1;w
Kaya;1;m
Juli;1;w
Kayvan;1;m
Julienne;1;w
Keanu;1;m
Julin;1;w
Kehlian;1;m
Julina;1;w
Kenbou;1;m
Juline;1;w
Kendal;1;m
Jun-Mahal;1;w
Keno;1;m
Juna;1;w
Kerim;1;m
June;1;w
Khalifa;1;m
Junia;1;w
Khan;1;m
Junshan;1;w
Khang;1;m
Juri;1;w
Khenty;1;m
Justine;1;w
Kiasha;1;m
Kabas;1;w
Kieran;1;m
Kader;1;w
Killian;1;m
Kairi-Hope;1;w
Kimi;1;m
Kaja;1;w
Kimmo;1;m
Kalea;1;w
Klemens;1;m
Kaoutar;1;w
Klevis;1;m
Kaouthar;1;w
Knut;1;m
Kara;1;w
Korel;1;m
Kardelen;1;w
Kovas;1;m
Karin;1;w
Krabat;1;m
Karina;1;w
Krishan;1;m
Karla;1;w
Krystian;1;m
Karla-Sophia;1;w
Kuba;1;m
Karlina;1;w
Kutan;1;m
Karola;1;w
Kwame;1;m
Karolin;1;w
Kyell;1;m
Karuna;1;w
Laith;1;m
Kassandra;1;w
Lamine;1;m
Kate;1;w
Larsson;1;m
Kathleen;1;w
Lasse-Eeli;1;m
Katia;1;w
Latif;1;m
Katja;1;w
Laurent;1;m
Katrin;1;w
Laurentin;1;m
Katwin;1;w
Lauri;1;m
Kaur;1;w
Lauris;1;m
Kawthar;1;w
Lawin;1;m
Kayla;1;w
Layth;1;m
Kelly;1;w
Leandre;1;m
Keti;1;w
Ledion;1;m
Khadija;1;w
Lee;1;m
Khadijah;1;w
Lehnhard;1;m
Khairate;1;w
Leif;1;m
Kiana-Gioia;1;w
Lemar;1;m
Kiara;1;w
Lemi;1;m
Kimberly;1;w
Len;1;m
Kimya;1;w
Lenard;1;m
Kira;1;w
Lenn;1;m
Kiyara;1;w
Lenni;1;m
Kongonsana;1;w
Leon-David;1;m
Kristjana;1;w
Leonas;1;m
Käte;1;w
Leonhard;1;m
Kübra;1;w
Lerdan-Emre;1;m
Ladina;1;w
Leslie;1;m
Laeticia;1;w
Levy;1;m
Laiba;1;w
Lias;1;m
Lainey;1;w
Lino;1;m
Lamar;1;w
Lintaro;1;m
Lanea-Cécile;1;w
Linuz;1;m
Lanya;1;w
Lion;1;m
Latifa;1;w
Lior;1;m
Laura-Sophie;1;w
Liridon;1;m
Laurea;1;w
Lirion;1;m
Lauren;1;w
Loay;1;m
Laurentia;1;w
Logan;1;m
Lavin;1;w
Lois;1;m
Lawa;1;w
Loke;1;m
Lea-Sophie;1;w
Lorenz;1;m
Lea-Valentina;1;w
Lorenzo;1;m
Lee-Ann;1;w
Lorick;1;m
Leeloo;1;w
Lothar;1;m
Leia;1;w
Lowis;1;m
Leilani;1;w
Loïc;1;m
Lelia;1;w
Luan;1;m
Lenia;1;w
Luc;1;m
Lennja;1;w
Lucca;1;m
Leonie-Christine;1;w
Lucien;1;m
Leonie-Mia;1;w
Luis-Vasile;1;m
Leticia;1;w
Lukas-Jamie;1;m
Levana;1;w
Lunis;1;m
Levke;1;w
Lutalo;1;m
Leya;1;w
Luyindula;1;m
Leyan;1;w
Lè;1;m
Leyla-Sophie;1;w
Léon;1;m
Li;1;w
Lì-Ān;1;m
Liah;1;w
Maarten;1;m
Liana;1;w
Maher;1;m
Liane;1;w
Maik;1;m
Lidia;1;w
Maikel;1;m
Liesbeth;1;w
Majd;1;m
Lilas;1;w
Malique;1;m
Lilisha;1;w
Manan;1;m
Lilith;1;w
Manfred;1;m
Lilja;1;w
Mansour;1;m
Lillian;1;w
Marcel-Darian;1;m
Lilly-Marleen;1;w
Marcello;1;m
Lillyana;1;w
Marek;1;m
Lily;1;w
Marie;1;m
Lima;1;w
Marik;1;m
Lin;1;w
Marin;1;m
Lina-Medeea;1;w
Mario;1;m
Linah;1;w
Mariwan;1;m
Linda-Lee;1;w
Mariân;1;m
Lioba;1;w
Marko;1;m
Lira;1;w
Marouan;1;m
Lis;1;w
Marten;1;m
Lisanne;1;w
Martins;1;m
Liselotte;1;w
Maruan;1;m
Liv-Marit;1;w
Massi;1;m
Liya;1;w
Mateen;1;m
Liyana;1;w
Matheo;1;m
Liz;1;w
Mathieu;1;m
Lojen;1;w
Matin;1;m
Lola;1;w
Matthis;1;m
Loraine;1;w
Matéo;1;m
Loren;1;w
Maurus;1;m
Lorin;1;w
Maxemilian;1;m
Lou;1;w
Maximilien-Baptiste;1;m
Lourdes;1;w
Maximo;1;m
Lousin;1;w
Mazen;1;m
Lucianne;1;w
Mazlum;1;m
Lucila;1;w
Mazyar;1;m
Lucile;1;w
Maël;1;m
Luna-Nikita;1;w
Mbacké;1;m
Lussin;1;w
Melchi;1;m
Lussole;1;w
Melvyn;1;m
Lutfia;1;w
Memed;1;m
Luzie;1;w
Menassar;1;m
Lynn-Marie;1;w
Merlin;1;m
Lè;1;w
Merten;1;m
Léonie;1;w
Merwan;1;m
Líadain;1;w
Mesut;1;m
Lükka;1;w
Mete;1;m
Mabel;1;w
Micah;1;m
Mabou;1;w
Michail;1;m
Madlen;1;w
Miha;1;m
Maeva;1;w
Mihammad;1;m
Magarete;1;w
Mikael;1;m
Magdalene;1;w
Mikail;1;m
Maha;1;w
Mike-Leon;1;m
Mai;1;w
Mikhail;1;m
Maia;1;w
Mikias;1;m
Mailien;1;w
Milad;1;m
Maira;1;w
Miles;1;m
Malena;1;w
Milo;1;m
Malina;1;w
Ming;1;m
Malu;1;w
Mino;1;m
Manja;1;w
Miran;1;m
Manolya;1;w
Miraç;1;m
Manon;1;w
Miron;1;m
Mareen;1;w
Mirza;1;m
Marei;1;w
Miłosz;1;m
Mareike;1;w
Moad;1;m
Maren;1;w
Moatassem;1;m
Margaret;1;w
Modather;1;m
Margarita;1;w
Mohamed-Ali;1;m
Margit;1;w
Mohammad;1;m
Marian;1;w
Mohamud;1;m
Marie-Belle;1;w
Momme;1;m
Marie-Claire;1;w
Monir;1;m
Marie-Luise;1;w
Monékang;1;m
Marie-Sophie;1;w
Mostafa;1;m
Mariem;1;w
Mounib;1;m
Marietta;1;w
Mousa;1;m
Marija;1;w
Mubarak;1;m
Marinette;1;w
Muneeb;1;m
Marisa;1;w
Munir;1;m
Marja;1;w
Mussab;1;m
Marjorie;1;w
Mustapha;1;m
Marlen;1;w
Mutasem;1;m
Marni;1;w
Mylo;1;m
Marwa;1;w
Mérchan;1;m
Maryse;1;w
Mücahit;1;m
Mathea;1;w
Nahel;1;m
Mattea;1;w
Nahuel;1;m
Mavila;1;w
Naoki;1;m
Mawaddah;1;w
Naoto;1;m
Maxima;1;w
Nathanael;1;m
Maya-Lena;1;w
Nathaniel;1;m
Maysaa;1;w
Navid;1;m
Mayssa;1;w
Nazmi;1;m
Medyna;1;w
Neo;1;m
Meher;1;w
Nevio;1;m
Mehreen;1;w
Nic;1;m
Mei;1;w
Nicklas;1;m
Meike;1;w
Nicklas-Ronny;1;m
Melda;1;w
Nidal;1;m
Melia;1;w
Nikita,;1;m
Melike;1;w
Nikodem;1;m
Mercedes;1;w
Nikola;1;m
Meret;1;w
Nikolaevič;1;m
Mereth;1;w
Nikolai;1;m
Merlind;1;w
Nikolaos;1;m
Merrit;1;w
Nikolaus;1;m
Merza;1;w
Nils-Lillebror;1;m
Mey;1;w
Noah-Paul;1;m
Meyrem;1;w
Noam;1;m
Mia-Emilia;1;w
Norik;1;m
Mia-Fiona;1;w
Norwin;1;m
Mia-Joline;1;w
Noyan;1;m
Michaela;1;w
Nuh;1;m
Mikayla;1;w
Nuri;1;m
Mila-Eli;1;w
Odin;1;m
Milana;1;w
Okascha;1;m
Milimo;1;w
Olaf;1;m
Mimi;1;w
Olavi;1;m
Minel;1;w
Olawale;1;m
Ming;1;w
Olusegun;1;m
Minja;1;w
Oluwatobi;1;m
Minna;1;w
Omran;1;m
Minoo;1;w
Oriyomi;1;m
Mira-Emma;1;w
Osaretin;1;m
Mireya;1;w
Otis;1;m
Miriam-Katharina;1;w
Otniel;1;m
Mirjam;1;w
Oumar;1;m
Mirna;1;w
Ozan;1;m
Miya;1;w
Oğlu;1;m
Mizuho;1;w
Pablo;1;m
Moana;1;w
Parmbir;1;m
Mofareh;1;w
Pascal;1;m
Momo;1;w
Pasquale;1;m
Monira;1;w
Patrik;1;m
Monja;1;w
Paule;1;m
Montserrat;1;w
Pawel;1;m
Moria;1;w
Paşo;1;m
Moschda;1;w
Pepe;1;m
Mouna;1;w
Per;1;m
Mounia;1;w
Percival;1;m
Muftah;1;w
Peshawa;1;m
Musabbeh;1;w
Phileas;1;m
Máire;1;w
Philippe;1;m
Mélodie;1;w
Pier;1;m
N'Mah;1;w
Pierre;1;m
Nada;1;w
Pál;1;m
Nadežda;1;w
Qi-Hao;1;m
Nadia;1;w
Quentin;1;m
Naien;1;w
Quinn;1;m
Nailah;1;w
Quirin;1;m
Nalin;1;w
Rachid;1;m
Nannapat;1;w
Rafaél;1;m
Nanticha;1;w
Raffael;1;m
Nari;1;w
Rahin;1;m
Natalia;1;w
Raik;1;m
Natalia-Delia;1;w
Rainer;1;m
Natthawadee;1;w
Rajwinder;1;m
Nazli;1;w
Ramadan;1;m
Neda;1;w
Rambo;1;m
Neele-Marie;1;w
Rani;1;m
Neeta;1;w
Rasmus;1;m
Nele-Marie;1;w
Raúl;1;m
Nele-Sophie;1;w
Raύl;1;m
Nele-Victoria;1;w
Renas;1;m
Nella;1;w
Rene;1;m
Nelli;1;w
Resan;1;m
Nelly;1;w
Reto;1;m
Neomi;1;w
Revan;1;m
Nerea;1;w
Reza;1;m
Nevaeh;1;w
Rezan;1;m
Neyla;1;w
Rhein;1;m
Neşe;1;w
Riad;1;m
Nia;1;w
Riccardo;1;m
Nicolia;1;w
Ridvan;1;m
Nidanur;1;w
Riis;1;m
Nienke;1;w
Rilind;1;m
Nigina;1;w
Rion;1;m
Nika;1;w
Riza;1;m
Nikoll;1;w
Rocco;1;m
Nila;1;w
Rodi;1;m
Nilay;1;w
Rodin;1;m
Nimet;1;w
Rojhan;1;m
Nisrine;1;w
Roland;1;m
Noa-Marleen;1;w
Romeo;1;m
Noala;1;w
Roni;1;m
Noela;1;w
Ronny;1;m
Nohaila;1;w
Ronny-Marek;1;m
Nonvignongbè;1;w
Rooney;1;m
Nora-Marie;1;w
Roy;1;m
Nour-Sirin;1;w
Rudwan;1;m
Noura;1;w
Rumyanov;1;m
Nova;1;w
Rune;1;m
Noémie;1;w
Runi;1;m
Noëlle;1;w
Rustam;1;m
Nuha;1;w
Ruven;1;m
Nuru;1;w
Rüzgar;1;m
Nurudini;1;w
Sabri;1;m
Nusaybah;1;w
Sadibou;1;m
Nuvin;1;w
Safar;1;m
Nuza;1;w
Safwan;1;m
Oasima;1;w
Sahid;1;m
Omar;1;w
Said;1;m
Omran;1;w
Salam;1;m
Osehi;1;w
Salem;1;m
Otylia;1;w
Sali;1;m
Ouiam;1;w
Saliou;1;m
Paris;1;w
Salman;1;m
Parnia;1;w
Salomon;1;m
Penda;1;w
Salvatore;1;m
Penelope-Melody;1;w
Samed;1;m
Peri;1;w
Sammy;1;m
Pernille;1;w
Santos;1;m
Peyvin;1;w
Saransh;1;m
Philia;1;w
Sarawut;1;m
Philina;1;w
Sascha;1;m
Philippina;1;w
Sayf;1;m
Phillipa;1;w
Sefa;1;m
Phillis;1;w
Selahattin;1;m
Philomena;1;w
Semi;1;m
Pia-Emilie;1;w
Semin;1;m
Pina;1;w
Serafin;1;m
Ping;1;w
Sergen;1;m
Piper;1;w
Sergio;1;m
Praise;1;w
Serigne;1;m
Prescilla;1;w
Serwan;1;m
Presley;1;w
Seung;1;m
Princess;1;w
Seyfettin;1;m
Princillia;1;w
Seán;1;m
Qiaoqiao;1;w
Shaaz;1;m
Qin;1;w
Shahid;1;m
Rabia;1;w
Shahim;1;m
Rabina;1;w
Shahin;1;m
Ragna;1;w
Shahir;1;m
Rahela;1;w
Shajan;1;m
Rahil;1;w
Shevan;1;m
Rahmah;1;w
Shivan;1;m
Raihana;1;w
Shiyar;1;m
Ramadan;1;w
Shān;1;m
Ramira;1;w
Siegfried;1;m
Ranim;1;w
Silvan;1;m
Ravza;1;w
Silvester;1;m
Rea;1;w
Simonet;1;m
Rebeka;1;w
Sinar;1;m
Reddy;1;w
Singh;1;m
Regla;1;w
Sirius;1;m
Reine;1;w
Siyuan;1;m
Remas;1;w
Sokrates;1;m
Rena;1;w
Soufian;1;m
René;1;w
Souhaibou;1;m
Renée;1;w
Sovran;1;m
Retag;1;w
Stanislavov;1;m
Rhianna;1;w
Stefano;1;m
Rihannah;1;w
Sten;1;m
Rim;1;w
Stewart;1;m
Rina;1;w
Sulayman;1;m
Riya;1;w
Sullivan;1;m
Riyad;1;w
Sundifu-Abdulai;1;m
Riyah;1;w
Sungwon;1;m
Romanovna;1;w
Swayam;1;m
Romayssa;1;w
Syed;1;m
Romesa;1;w
Sylejman;1;m
Romina;1;w
Taher;1;m
Romisaa;1;w
Tahsin;1;m
Ronya;1;w
Taiki;1;m
Ros;1;w
Tajim;1;m
Rosanna;1;w
Tamer;1;m
Rosel;1;w
Taoufik;1;m
Rosi;1;w
Tareq;1;m
Rosti;1;w
Taylor;1;m
Roswitha;1;w
Taym;1;m
Roukaya;1;w
Tendai;1;m
Roxana;1;w
Tenuun;1;m
Rukhsana;1;w
Tesfay;1;m
Rukiye;1;w
Teym;1;m
Ruqaiya;1;w
Thano;1;m
Ruschin;1;w
Theodore;1;m
Ryan;1;w
Thilo;1;m
Rümeysa;1;w
Thorben;1;m
Rüya;1;w
Thulani;1;m
Sabrin;1;w
Thure;1;m
Sabrina;1;w
Tiago;1;m
Sadia;1;w
Tianyi;1;m
Saeed;1;w
Tiberius;1;m
Safa;1;w
Tidjani;1;m
Safiya;1;w
Til;1;m
Sahar;1;w
Tilman;1;m
Sahara;1;w
Timm;1;m
Saila;1;w
Timofeevič;1;m
Sakina;1;w
Timotheus;1;m
Salama;1;w
Timothy;1;m
Saleh;1;w
Timurhan;1;m
Salima;1;w
Tino;1;m
Salina;1;w
Tizian;1;m
Salsabil;1;w
Tomás;1;m
Sama;1;w
Toni;1;m
Samantha-Celine;1;w
Torge;1;m
Sambath;1;w
Trung;1;m
Samin;1;w
Tugay;1;m
Sanna;1;w
Tyron;1;m
Santjana;1;w
Ulf;1;m
Saray;1;w
Ulrich;1;m
Sarina;1;w
Utku;1;m
Sarocha;1;w
Uwais;1;m
Sarra;1;w
Uwe;1;m
Sasha;1;w
Valerian;1;m
Saskia;1;w
Valon;1;m
Savanna-Rae;1;w
Vasco;1;m
Scarlett;1;w
Vaternsame:;1;m
Selawa;1;w
Veit;1;m
Selin-Marie;1;w
Velichkov;1;m
Semanur;1;w
Velizar;1;m
Sena;1;w
Velten;1;m
Sergìjìvna;1;w
Viet;1;m
Serhijivna;1;w
Vigo;1;m
Sewa;1;w
Vigoleis;1;m
Shahd;1;w
Vinh;1;m
Shaheen;1;w
Vinzent;1;m
Shaima;1;w
Vitaliievič;1;m
Shanae;1;w
Vito;1;m
Shannon;1;w
Volker;1;m
Shari;1;w
Vítor;1;m
Sharon;1;w
Walid;1;m
Shayana;1;w
Wendelin;1;m
Shayenne;1;w
Widy;1;m
Shaylaah;1;w
Willem;1;m
Sheela;1;w
Willibald;1;m
Shida;1;w
Winfried;1;m
Shiloh;1;w
Wissam;1;m
Shingai;1;w
Wladimir;1;m
Shirin;1;w
Wolfram;1;m
Shno;1;w
Wotan;1;m
Shruti;1;w
Ximing;1;m
Shuĭ;1;w
Xingyu;1;m
Shyrel;1;w
Yamen;1;m
Sibelsan;1;w
Yanis;1;m
Sibylla;1;w
Yannic;1;m
Sibylle;1;w
Yannik;1;m
Siglinde;1;w
Yari;1;m
Silvie;1;w
Yaron;1;m
Simella;1;w
Yashar;1;m
Sinuo;1;w
Yasser;1;m
Sira;1;w
Yassir;1;m
Sissi;1;w
Yazan;1;m
Skye;1;w
Yeon;1;m
Soha;1;w
Yiğit;1;m
Soley;1;w
Yoshio;1;m
Someya;1;w
Youshamen;1;m
Sophie-Joline;1;w
Yousuf;1;m
Stancy;1;w
Yunqi;1;m
Subeyda;1;w
Yusef;1;m
Sudenur;1;w
Yusein;1;m
Suela;1;w
Yusuf-Cemal;1;m
Sukaina;1;w
Yuvraj;1;m
Suki;1;w
Yvan;1;m
Suleka;1;w
Yves;1;m
Sumeja;1;w
Zacharias;1;m
Summer;1;w
Zacharie;1;m
Suna;1;w
Zaid;1;m
Sunayana;1;w
Zaydon;1;m
Susan;1;w
Zeki;1;m
Susann;1;w
Zeno;1;m
Susanna;1;w
Ziad;1;m
Suwda;1;w
Zied;1;m
Suzannah;1;w
Zihni;1;m
Suéli;1;w
Zinar;1;m
Svearike;1;w
Zion;1;m
Swantje;1;w
Émile-Rémy;1;m
Sylvia;1;w
Özgür;1;m
Sylvie;1;w
Şahin;1;m
Süeda;1;w
Tahlia;1;w
Takoa;1;w
Talia;1;w
Talin;1;w
Talitha;1;w
Tamana;1;w
Tami;1;w
Tanisha;1;w
Tara-Shaylin;1;w
Tasha;1;w
Tashawna;1;w
Tasnim;1;w
Tatjana;1;w
Theodora;1;w
Thu;1;w
Thủy;1;w
Timea-Joy;1;w
Tizia;1;w
Tiên;1;w
Tomma;1;w
Tosca;1;w
Trisha;1;w
Tshibubua;1;w
Tziporah;1;w
Tülin;1;w
Usua;1;w
Uta;1;w
Ute;1;w
Vahina;1;w
Valmire;1;w
Vasiliki;1;w
Verena;1;w
Vic;1;w
Victory;1;w
Vihangi;1;w
Viona;1;w
Vita;1;w
Vivianne;1;w
Vivien;1;w
Vytautė;1;w
Véronique;1;w
Waha;1;w
Wambari;1;w
Wanda;1;w
Wangari;1;w
Wanjiku;1;w
Warde;1;w
Wassiliki;1;w
Wedema;1;w
Wejin;1;w
Wena;1;w
Wiam;1;w
Wijdan;1;w
Wilhelmine;1;w
Wu;1;w
Xingning;1;w
Yaowadi;1;w
Yaren;1;w
Yasmine;1;w
Yeliz;1;w
Yesim;1;w
Yessmine;1;w
Yomna;1;w
Yousra;1;w
Yu;1;w
Yue;1;w
Yuki;1;w
Yusra;1;w
Yuxin;1;w
Yvonne;1;w
Zaina;1;w
Zara;1;w
Zarina;1;w
Zarlashta;1;w
Zeren;1;w
Zeycan;1;w
Zeyno;1;w
Zoi;1;w
Zora;1;w
Zoë;1;w
Zümra;1;w
Éloïse;1;w
Öznur;1;w
